fsd_no;fsd_vr;fsd_id;syvu;ika;ika5;sukup;tyvo;lammas;sose;lisco_1;ltytyy;toimi2;toimi;tysuhpy;taikao;tsuhaika;vuokraty;vuoro;saanai;ylipa;ylipato;ylitunn;ylipatot;ylitu;pylitu;sivutyo;sivutunn;svuokra;k2;k3;k5_9;k41a;k41a_1;k41b;k41b_1;k41c;k41c_1;k21c_1;k21c_4;k21c_5;k21c_6;k26_1;k26_2;k26_3;k20b_1;k20b_2;k20b_3;k20b_5;k20b_7;k32a;k33_1;k33_2;k33_3;k33_4;k33_5;k33_7;k33_6;k33_8;k9a_07;k9a_07c;k9a_07b;k9a_09b;k9a_10b;k13_1;k13_2;k22_6;k22_8;k22_10;k20a_02;k20a_09;k21b_1;k21b_2;k52a;k52b;k52c;k53;k21b_4;k46a;k46b;k47;k48;k11a_1;k11a_2;k11a_3;k11a_4;k42e;k42a;k43a;k43e;k43g;k21c_8;k21c_9;k28a;k28b;k32;k55;k56a;k56b;k56c;k56d;k57a;k57b;k57c;k22_1;k22_2;k23;k24;k25_1;k25_4;k25_6;k25_7;k25_8;k25_9;k40;tb_paino
3493;1;56;1990;29;3;1;1;1; ;5;3; ;2; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;7;2;2;2; ;2; ;1;3;1;2;2;1;2;2;3;2;2;2;2;3;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;1;3;2; ;2;2;2;2;1;1;1;2;1;2;4;3;3;1;1;2;1;4;4;2;1;3;10;3;3;2;3;1;4;4;4;4;4;2;4;3;3;3;2;3;8;2;1,25074539689732
3493;1;57;1996;23;2;1;1;1; ;7;3; ;1; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;2;4;1;2; ;2; ;2; ;3;3;1;1;4;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;2; ;1;2;2;1;1;1;1;2;1;3;2;2;2;1;2;2;4;4;2;4;5;5;5;2;4;1;1;5;1;2;3;2;1;3;4;3;5;3;2;3;2;3;2;2;2;9;2;1,81425065412691
3493;1;58;1978;41;6;1;1;1; ;7;3; ;2; ;1; ;2;2;30;2;2;0;0;0;0;2; ; ;1;2;2;2; ;2; ;3; ;4;1;1;4;9;2;2;1;1;5;2;1;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;1;3;1;3;9;2; ;1;2;2;1;4;2;2;2;2;3;1;4;4;2;4;5;5;5;3;4;3;1;2;3;2;1;1;1;6;4;2;5;5;4;3;4;3;3;3;4;8;2;1,02895982241142
3493;1;59;1966;53;8;1;1;1; ;7;3; ;1; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;11;1;1;1;3;1;3;2; ;1;1;4;3;1;1;1;1;1;2;1;4;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;1;3;1;6;2;1;2;2;2;1;1;2;2;3;1;2;4;2;2;4;3;5;2;2;2;2;0;4;3;2;3;1;3;4;3;4;4;4;3;3;3;3;3;2;7;2;1,02097389535655
3493;1;60;1959;60;10;1;1;1; ;7;3; ;1; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;10;2;1;2; ;2; ;2; ;4;3;2;1;2;1;2;3;4;3;4;2;1;2;2;2;2;2;2;2;2;3;3;3;1;1;1; ;1;1;1;1;4;2; ;2;2;2;2;2;2;2;2;1;3;1;4;1;2;4;5;4;5;2;4;1;1;25;2;1;1;1;1;1;2;1;3;3;4;4;4;2;2;3;3;5;2;,880595841039171
3493;1;61;1958;61;10;1;1;1; ;7;3; ;1; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;3;2;3;2; ;2; ;3; ;4;1;1;1;2;1;2;1;1;2;4;1;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;2;2; ;1;2;1;1;1;2;2;2;2;4;2;2;2;2;4;4;4;4;2;4;5;2;5;4;4;2;1;0;1;1;1;1;1;5;5;5;4;4;1;3;3;3;3;3;3;9;2;,795852884970736
3493;1;62;1976;43;6;1;1;1; ;2;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;9;2;1;1;3;2; ;1;2;2;3;2;2;2;2;2;2;3;2;2;2;1;2;3;2;2;2;2;2;2;1;1;2;1;1;2;2;1;1;1;1;2;1;2;2;1;1;1;2;1;1;1;1;1;1;3;1;1;3;3;3;5;4;2;1;1;1;3;2;2;2;2;4;3;3;3;4;1;3;3;3;3;3;2;8;1;1,0261269066532
3493;1;63;1983;36;5;1;1;1; ;7;3; ;1; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;5;3;1;1;2;1;2;1;1;3;1;1;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;1;2;1;2;2;1;1;1;1;1;1;2;1;1;1;1;1;1;2;3;3;5;2;2;1;1;7;1;2;1;2;1;4;5;4;4;4;1;2;2;2;2;2;1;10;2;1,11370277847986
3493;1;64;1963;56;9;1;1;1; ;7;2; ;4; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;5;1;1;2; ;2; ;2; ;2;3;3;2;3;2;3;2;3;3;3;4;1;2;1;1;1;2;2;2;2;2;2;1;1;1;1; ;1;1;2;1;3;2; ;2;1;2;2;3;2;2;1;1;3;2;3;3;2;4;5;5;5;3;3;2;3;2;1;2;3;2;2;2;3;3;2;3;1;4;3;3;4;4;3;5;2;,795852884970736
3493;1;65;1997;22;2;1;3;1; ;4;3; ;2; ; ; ;2; ; ; ; ; ; ;0;0; ; ; ;11;1;1;1;3;1;3;3; ;3;5;1;5;2;2;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;3; ;2;1;2;2; ;1;1;1;1;1;2;2;2;2;3;3;4;4;2;2;5;4;5;2;3;2;2;5;3;3;3;2;1;4;3;2;4;3;2;3;3;3;2;2;3;8;2;1,81425065412691
3493;1;66;1982;37;5;1;1;1; ;9;3; ;1; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;3;2;2;2; ;1;1;2; ;2;1;1;1;2;2;2;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1; ;1;1;1;2;2;2; ;2;1;2;1;1;2;2;1;2;3;1;1;2;2;2;5;4;5;2;2;2;2;2;2;3;3;2;3;4;4;3;4;4;2;2;3;3;3;2;2;9;2;1,11370277847986
3493;1;67;1974;45;7;1; ; ; ; ; ; ;9; ; ; ; ; ; ; ; ; ; ;0;0; ; ; ;10;3;2;1;2;1;3;2; ;2;3;2;3;3;2;3;3;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;1;1;1; ;1;1;1;1;3;1;1;2;2;2;2;2;1;2;2;1;2;2;3;2;2;3;5;3;3;4;3;1;2;2;3;2;3;2;2;3;3;3;4;3;2;4;3;3;3;3;3;4;2;,933398023529899
3493;1;68;1963;56;9;1;1;1; ;2;3; ;1; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;5;2;2;2; ;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;3;9;2;2;2;2;2;2; ;2;1;1;2;1;1;2;1;2; ;1;1;2;1;3;2;2;2;1;2;1;1;2;1;3;3;3;3;1;2;4;2;3;4;2;2;3;0;4;4;3;2;2;3;3;3;4;3;2;4;4;3;3;2;2;7;1;,813059772598384
3493;1;69;1959;60;10;1;1;1; ;3;1; ;3; ;1; ;2;2;40;1;2;10;0;44;0;2; ; ;6;2;2;1;1;2; ;2; ;3;1;1;2;2;2;1;1;3;2;2;2;2;2;2;2;2;2;2; ;2;1;2;1;1;1;1; ;1;1;1;1;1;2; ;2;2;1;2;1;1;2;2;1;2;3;1;3;2;2;5;1;5;4;2;2;3;4;3;3;2;2;1;3;3;3;3;3;1;4;3;3;4;4;2;10;1;,89088634408393
3493;1;70;1981;38;5;1;1;1; ;3;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;10;2;2;1;2;1;2;1;1;3;2;2;1;3;1;2;2;1;2;2;3;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;1;2;1;10;2;1;1;1;2;1;1;2;1;3;2;3;3;1;4;4;4;5;4;4;1;1;4;1;2;2;2;3;4;4;4;4;4;1;3;3;3;3;3;3;9;2;1,1039534781388
3493;1;71;1961;58;9;1;1;1; ;3;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;4;2;1;1;3;1;3;2; ;2;2;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;1;1;3;1;10;2;2;1;2;1;2;2;1;1;1;1;4;1;1;2;4;4;5;4;2;1;2;4;1;1;2;2;1;4;4;4;4;4;3;6;2;1;2;2;3;8;2;,924854496045572
3493;1;72;1978;41;6;1;1;1; ;8;3; ;1; ;1; ;2;1;40;2;2;0;0;0;0;2; ; ;4;2;2;2; ;2; ;1;3;2;3;3;2;3;1;3;3;4;2;2;3;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;2;2;2;2; ;2;2;1;1;2;1;2;2;2;3;1;3;4;2;1;5;4;3;2;3;1;1;0;1;1;2;2;2;4;4;4;3;3;3;4;4;3;3;3;2;8;2;1,11370277847986
3493;1;73;1972;47;7;1;1;1; ;2;3; ;2; ;1; ;2;2;38;1;2;1;0;4,4;0;2; ; ;5;1;1;2; ;1;2;1;2;2;4;3;3;3;2;3;4;3;3;3;4;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1; ;1;1;2;2;4;1;2;2;1;1;1;3;1;1;2;1;4;4;3;3;1;1;4;4;4;4;1;1;2;2;2;4;4;4;2;2;2;3;3;3;2;4;3;5;4;4;4;7;2;,953437826915714
3493;1;74;1986;33;4;1;1;1; ;7;3; ;1; ;1; ;2;2;40;1;2;10;0;44;0;2; ; ;5;1;1;1;3;1;2;1;1;2;3;2;2;1;1;1;2;1;1;1;2;1;2;2;2;2;2;2;2;2;1;1;2;3;3;2;1;2; ;1;2;1;1;3;2;1;2;1;1;1;1;1;1;2;2;3;1;1;4;5;1;5;2;2;2;3;2;1;3;3;3;2;3;3;3;4;4;1;5;4;4;3;3;3;8;2;1,17575174116999
3493;1;75;1973;46;7;1;1;1; ;2;3; ;1; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;2;1;1;2; ;1;2;1;2;2;2;2;2;2;1;2;2;1;1;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;3;3;3;2;2;2;2;4;5;4;2;1;2;2;2;2;2;2;1;4;3;4;3;3;2;3;4;2;2;2;4;9;2;,933398023529899
3493;1;76;1990;29;3;1; ; ; ; ; ; ;9; ; ; ; ; ; ; ; ; ; ;0;0; ; ; ;3;3;2;1;3;1;3;2; ;4;3;1;1;3;1;2;2;2;1;1;2;2;2;2;2;2;2;2; ;2;1;1;1;3;1;2;2;1;1;1;1;2;1;2;1;1;1;1;2;1;1;1;2;1;1;3;4;2;2;4;2;4;2;2;3;2;25;2;3;3;3;2;3;3;4;3;3;2;3;2;3;3;3;3;8;1;1,22692678075923
3493;1;77;1997;22;2;1;1;1; ;9;3; ;2; ;1; ;2;2;38;1;2;1;0;4,4;0;2; ; ;1;2;2;2; ;2; ;2; ;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;1;1;1;1;1;2;1;1;3;1;1;2;1;2;1;2;2;1;1;1;2;2;2;1;1;1;4;2;2;5;2;5;3;2;1;1;15;4;2;2;2;1;4;4;4;4;4;1;3;3;3;1;3;1;9;2;1,72950769805848
3493;1;78;1965;54;8;1;1;1; ;8;3; ;2; ;1; ;2;2;39;2;2;0;0;0;0;2; ; ;6;3;1;1;1;1;2;2; ;1;2;2;3;3;2;2;3;3;4;3;4;1;2;2;2;2;1;1;2;1;1;2;1;2;1;1; ;2; ;3;2;3;2; ;2;2;1;2;3;2;2;2;2;4;3;4;4;2;1;5;5;5;1;2;3;3;22;3;3;3;3;1;4;3;5;3;4;2;3;4;3;3;3;3;5;2;,936230939288117
3493;1;79;1970;49;7;1;1;1; ;7;2; ;1; ;2; ;2;2;25;2;2;0;0;0;0;2; ; ;4;2;2;2; ;2; ;2; ;4;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;3;1;1;1;1;1; ;1;1;1;1;2;2; ;2;2;2;2;2;2;1;2;2;3;3;4;2;1;1;5;4;5;4;4;1;1;200;1;3;3;1;3;4;5;3;4;3;5;2;2;2;2;2;2;10;2;1,02097389535655
3493;1;80;1958;61;10;1;1;1; ;2;3; ;1; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;9;3;1;1;3;2; ;1;2;3;1;2;1;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;1;3;2; ;2;1;1;2;2;2;2;1;1;3;3;3;3;1;2;3;3;5;3;2;1;1;1;2;2;3;4;1;3;3;2;4;4;1;4;2;2;1;2;4;8;1;,793019969212518
3493;1;81;1984;35;5;1;1;1; ;7;3; ;1; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;3;1;1;2; ;2; ;2; ;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;2; ;1;2;2;2; ;2;2;1;2;1;2;2;2;2;2;3;3;4;2;2;5;5;5;2;2;2;3;0;3;3;2;2;2;4;4;3;4;4;1;3;3;3;3;3;3;8;2;1,02895982241142
3493;1;82;1977;42;6;1;1;1; ;7;3; ;1; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;3;1;1;1;3;2; ;2; ;3;2;1;3;2;1;4;1;2;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;1;1;3;2; ;2;1;2;2;1;1;2;2;2;2;2;2;3;2;2;5;3;5;2;3;1;1;4;1;2;2;2;2;3;4;4;2;4;1;3;2;3;3;2;1;8;2;1,25509736757009
3493;1;83;1977;42;6;1;1;1; ;2;3; ;2; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;7;3;1;1;3;1;3;1;2;3;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;2;1;2;2; ;2;1;1;1;1;1;1;1;1;4;1;3;3;1;2;3;4;5;4;2;2;2;4;2;3;3;4;2;3;4;4;4;4;2;3;3;4;3;3;4;8;2;1,16752149574338
3493;1;84;1980;39;5;1;1;1; ;2;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;3;2;1;1;2;2; ;2; ;3;2;2;2;4;2;4;1;5;5;3;3;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;2;2;2;2; ;2;2;2;2;1;2;1;2;2;3;3;3;4;2;4;5;3;4;4;3;2;2;3;2;1;3;3;1;3;4;3;4;4;3;4;3;3;3;3;3;8;2;1,16752149574338
3493;1;85;1972;47;7;1;1;1; ;2;1; ;3; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;3;1;2;2; ;2; ;1;3;3;2;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2;2;2;1;1;1;1;1;1; ;2; ;1;1;2;2; ;2;1;2;2;1;1;1;1;1;3;2;3;3;1;3;3;4;3;3;3;2;1;10;3;3;2;3;2;4;4;4;4;4;2;2;2;2;2;2;2;9;2;1,07479261262008
3493;1;86;1996;23;2;1;1;1; ;7;3; ;1; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;4;1;1;2; ;1;3;1;3;2;1;1;1;1;2;2;2;2;1;1;2;2;2;2;2;2;1;2; ;1;2;2;2;1;1;1; ;2; ;1;1;2;1;1;1;1;1;1;1;1;2;2;1;4;2;2;3;1;3;5;4;5;1;2;2;2;5;2;2;2;2;1;4;4;3;4;4;1;3;3;3;3;2;2;9;2;1,95564524321709
3493;1;87;1974;45;7;1;1;1; ;3;2; ;4; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;3;1;2;1;2;1;3;1;2;3;2;1;1;2;3;3;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;1;1;1;2;2;1;2;1;1;3;1;3;2;2;1;2;2;1;2;1;1;3;3;1;2;2;4;3;4;4;3;3;2;2;4;2;2;3;3;1;4;3;2;4;4;2;3;4;3;2;2;4;8;1;1,17265898749149
3493;1;88;1996;23;2;1;1;1; ;7;3; ;1; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;1;2;2;2; ;2; ;2; ;4;1;5;1;4;1;2;1;1;1;2;1;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;1;2;2;1;2;2;2;1;2;1;2;2;2;1;3;2;2;2;1;4;5;4;5;2;4;1;1;5;3;3;3;3;2;4;3;3;3;4;2;3;3;3;3;3;3;8;2;1,95564524321709
3493;1;89;1987;32;4;1;1;1; ;7;3; ;2; ;1; ;2;1;40;1;2;16;0;70,8571428571422;0;2; ; ;10;3;1;2; ;2; ;1;3;2;1;2;3;1;1;3;2;2;3;3;2;1;2;2;2;2;2;2;2;2;1;1;9;9;9;1; ;2; ;2;1;2;1;6;2;1;2;1;2;1;2;2;2;4;4;3;4;2;2;5;4;5;3;4;1;1;10;2;1;2;2;1;4;4;4;3;3;1;4;3;3;4;4;3;7;2;1,40188928632861
3493;1;90;1963;56;9;1;1;1; ;5;3; ;2; ;1; ;2;1;40;2;2;0;0;0;0;2; ; ;10;2;2;2; ;2; ;2; ;3;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;2; ;2;1;2;2; ;2;2;2;2;1;1;1;2;1;2;1;2;4;2;4;5;5;5;2;3;1;1;2;2;1;3;5;1;3;3;1;4;4;1;2;4;3;2;3;2;8;2;1,06624908513575
3493;1;91;1961;58;9;1;1;1; ;5;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;4;1;1;1;2;2; ;1;3;3;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;2;2; ;1;1;2;2; ;2;2;2;2;2;1;1;2;2;3;3;4;4;2;4;5;4;4;3;3;2;2;30;2;2;2;2;2;4;4;4;4;4;2;3;3;3;3;3;2;8;2;,981506129067368
3493;1;92;1998;21;2;1;1;1; ;9;3; ;2; ;2; ;2;2;7;2;2;0;0;0;0;2; ; ;8;2;1;1;3;2; ;2; ;2;2;3;1;3;1;3;3;2;3;3;2;1;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2; ;1;2;2;2; ;2;2;1;2;2;2;2;2;2;4;3;2;4;2;1;5;4;3;1;4;1;1;23;2;2;3;1;1;4;3;3;4;3;2;3;3;3;2;2;2;7;2;1,95564524321709
3493;1;93;1955;64;10;1;3;1; ;7;3; ;1; ; ; ;2; ; ; ; ; ; ;0;0; ; ; ;5;1;2;2; ;1;3;2; ;3;2;2;5;1;2;2;2;1;3;2;3;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;2;2;2; ;2;2;2;3;1;1;2;2;2;2;1;2;4;2;1;5;5;5;2;2;3;1;0;2;2;3;2;3;3;3;3;5;5;6;3;3;3;2;3;2;9;2;1,02199043012935
3493;1;94;1976;43;6;1;1;1; ;2;3; ;1; ;1; ;2;2;40;2;1;0;3;0;13,2;2; ; ;6;1;2;2; ;2; ;2; ;3;2;2;2;3;2;3;2;2;3;3;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;2; ;2;2;3;2; ;2;1;2;1;2;2;1;2;1;3;1;3;4;2;2;5;2;4;4;3;1;1;0;1;2;2;1;2;4;2;4;3;4;1;3;3;3;3;3;3;7;2;1,16752149574338
3493;1;95;1997;22;2;1;1;1; ;3;3; ;1; ;1; ;1;2;40;2;2;0;0;0;0;2; ; ;11;1;1;1;3;2; ;1;3;4;2;2;1;2;1;1;1;1;1;2;1;1;2;2;2;2;1;3;2;2;1;1;1;1;1;2;2;2; ;1;1;2;2; ;2;1;2;1;1;1;1;2;1;2;1;1;4;1;4;5;5;5;3;3;1;1;3;1;1;2;2;2;3;3;3;4;4;3;3;3;2;3;3;2;8;2;1,99990389822349
3493;1;96;1981;38;5;1;1;1; ;5;3; ;2; ;2; ;2;2;3;2;2;0;0;0;0;2; ; ;1;1;2;3; ;1;2;2; ;3;2;2;3;4;1;2;3;2;3;3;2;2;2;2;2;2;2;2; ;2;2;2;1;1;1;2;2;1;1;2;2;3;2; ;2;1;2;1;2;1;2;2;1;4;3;4;4;2;4;4;3;5;4;3;1;2;2;3;2;3;2;1;3;3;2;2;3;1;2;2;4;4;2;2;7;2;1,29935602257644
3493;1;97;1975;44;6;1;1;1; ;9;3; ;1; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;3;1;2;1;3;3; ;2; ;4;1;1;1;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;2; ;1;1;1;1;6;2;1;1;1;1;1;1;1;1;3;1;3;4;2;5;5;4;5;4;4;1;1;0;1;1;1;1;1;5;5;4;4;4;1;3;3;3;3;3;1;10;2;1,25509736757009
3493;1;98;1998;21;2;1;1;1; ;8;3; ;1; ;1; ;2;2;38;1;2;3;0;13,2;0;2; ; ;3;2;3;3; ;1;3;2; ;4;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2; ;2;1;1;2;1;1;2;2;1;1;1;1;2;2; ;2;2;2;1;1;1;2;2;3;2;2;3;2;2;4;5;5;5;2;4;2;2;3;2;2;2;2;2;3;4;3;4;4;2;3;3;3;2;2;3;9;2;1,95564524321709
3493;1;99;1977;42;6;1;1;1; ;7;3; ;1; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;7;1;2;1;3;1;3;2; ;1;1;1;1;1;1;1;1;2;1;1;3;1;2;2;2;2;2;2;2;2;1;1;2;1;1;1; ;2; ;1;2;2;1;1;2;2;2;2;1;2;2;2;2;3;4;3;4;1;1;5;3;5;1;4;2;2;0;1;1;2;1;1;5;5;5;4;4;1;3;3;3;3;3;3;8;2;1,25509736757009
3493;1;100;1992;27;3;1;1;1; ;0;1; ;3; ;1; ;2;2;39;2;2;0;0;0;0;2; ; ;3;2;2;1;3;2; ;2; ;3;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2; ;2;1;1;2;3;2;1; ;1;1;1;1;2;2; ;2;1;1;1;1;1;2;1;1;3;2;3;4;1;2;5;4;5;4;3;1;1;3;1;2;2;2;1;3;3;3;4;4;2;3;2;3;3;3;3;8;2;1,31431341450196
3493;1;101;1989;30;4;1;2;1; ;3;3; ;2; ; ; ;2; ; ; ; ; ; ;0;0; ; ; ;3;2;2;1;2;2; ;2; ;2;1;2;3;3;2;3;2;2;2;2;2;2;1;2;2;2;2;2; ;2;1;2;1;1;1;1; ;2; ;2;2;2;2; ;1;1;2;1;2;2;2;1;1;4;3;1;4;2;2;5;4;5;3;2;1;2;0;3;3;3;2;2;3;3;4;4;3;2;3;3;3;2;2;3;7;1;1,31431341450196
3493;1;102;1971;48;7;1;1;1; ;2;1; ;3; ;1; ;2;2;37;2;2;0;0;0;0;2; ; ;5;2;2;1;2;1;2;1;2;2;2;2;1;2;2;1;2;1;1;1;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;1;3;2; ;2;1;1;1;1;2;1;1;1;1;2;1;1;1;2;4;4;4;3;3;1;1;0;3;3;2;3;2;4;4;4;4;4;2;3;3;3;2;3;3;8;2;1,07479261262008
3493;1;103;1994;25;2;1;1;1; ;7;3; ;1; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;1;3;2;1;3;1;2;2; ;3;2;1;1;2;1;2;1;1;1;2;1;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;2;1;2;1;2; ;2;2;2;1;1;1;2;2;2;3;1;2;3;2;4;5;4;5;1;3;1;1;0;1;1;3;1;1;3;3;3;4;4;1;4;3;3;3;3;2;7;2;1,95564524321709
3493;1;104;1955;64;10;1;1;1; ;8;3; ;2; ;2; ;2;1;20;2;2;0;0;0;0;2; ; ;1;2;2;2; ;2; ;1;2;5;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;1;1;2;2;2;2;2;2; ;3;2;2;2; ;1;1;1;2;2;1;2;2;1;3;4;4;4;2;2;5;2;5;3;4;3;3;13;2;3;2;1;2;3;4;6;4;4;2;4;3;3;3;3;3;9;2;,937247474060966
3493;1;105;1968;51;8;1;1;1; ;3;3; ;1; ;1; ;2;1;34;2;2;0;0;0;0;2; ; ;7;2;2;1;3;1;2;1;1;1;3;3;1;3;1;2;3;2;3;3;2;2;2;2;2;1;2;2; ;1;2;2;1;1;1;1; ;1;1;2;1;3;1;2;2;1;1;2;2;2;2;1;1;3;3;4;3;1;3;5;3;4;3;1;2;2;10;3;3;4;3;2;2;2;2;4;4;4;3;3;3;3;4;4;8;2;1,0196231601136
3493;1;106;1961;58;9;1;1;1; ;2;3; ;2; ;1; ;2;2;39;2;2;0;0;0;0;2; ; ;6;2;2;1;3;1;2;1;2;3;2;3;3;2;2;2;2;1;2;2;3;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1; ;1;1;2;1;3;1;3;2;1;1;1;1;1;1;2;1;3;1;3;1;1;3;3;2;3;3;3;1;2;3;1;2;2;2;1;4;4;4;3;3;2;4;3;3;3;3;3;8;2;,781378730924808
3493;1;107;1982;37;5;1;1;1; ;3;3; ;2; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;11;1;1;1;3;2; ;1;2;3;2;4;1;2;1;2;3;1;3;2;4;1;1;2;2;2;2;2;2;2;2;2;1;1;1;1; ;1;1;1;1;3;1;21;1;1;1;1;1;2;2;2;1;3;2;3;3;1;2;5;5;5;3;2;1;2;0;3;3;3;2;2;3;3;3;4;4;2;3;4;4;2;3;1;8;2;1,14632019519855
3493;1;108;1997;22;2;1;1;1; ;2;3; ;2; ;1; ;2;2;38;1;2;3;0;13,2;0;2; ; ;4;1;2;1;3;2; ;1;2;5;2;1;1;3;2;1;1;1;1;1;1;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;2;1;1;1;1;2;2; ;2;1;1;1;1;1;1;2;1;3;3;3;2;1;3;4;3;4;3;3;2;2;5;2;2;1;2;1;4;4;4;4;4;2;3;3;2;2;2;1;8;2;1,76904149936001
3493;1;109;1999;20;1;1;1;1; ;5;3; ;2; ;2; ;2;1;24;2;2;0;0;0;0;1;20;2;2;2;2;2; ;2; ;2; ;4;1;1;1;3;1;1;1;1;1;1;1;2;2;2;2;2;2;2; ;2;1;1;2;3;1;2;2;1;2;2;2;1;2; ;2;1;2;1;1;1;1;1;2;4;1;3;4;2;1;5;4;4;2;2;1;1;0;2;2;2;3;1;5;5;4;4;4;3;3;3;2;3;3;2;10;2;1,87090228714866
3493;1;110;1992;27;3;1;1;1; ;5;3; ;2; ;1; ;2;1;30;2;2;0;0;0;0;2; ; ;7;2;1;1;3;1;2;1;3;4;1;1;2;1;2;2;1;1;2;1;2;1;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2; ;1;1;2;1;3;2;1;1;1;1;1;2;2;1;2;2;3;2;2;4;5;4;5;3;2;2;2;4;1;3;1;2;1;5;4;4;3;4;1;3;3;3;3;2;2;9;2;1,44614794133501
