fsd_no;fsd_vr;fsd_id;Syvu;ika;ika5;sukup;tyvo;lammas;sose;lisco_1;ltytyy;toimi;tysuhpy;taikao;tsuhaika;vuokraty;vuoro;saanai;ylipa;ylipato;ylitunn;ylipatot;ylitu;pylitu;sivutyo;sivutunn;svuokra;K2;K3;K5_9;K41a;K41A_1;K41B;K41B_1;K41C;K41C_1;K21C_1;K21C_4;K21C_5;K21C_6;K26_1;K26_2;K26_3;K20B_1;K20B_2;K20B_3;K20B_5;K20B_7;K32A;K33_1;K33_2;K33_3;K33_4;K33_5;K33_7;K33_6;K33_8;K9A_07;K9A_07c;K9A_07B;K9A_09b;K9A_10b;K13_1;K13_2;K22_6;K22_8;K22_10;K20a_02;K20a_09;K21B_1;K21B_2;K52a;K52b;K52c;K53;K21B_4;K46a;K46b;K47;K48;K11A_1;K11A_2;K11A_3;K11A_4;K42E;K42A;K43A;K58a;K58b;K59;K43E;K43G;K21C_8;K21C_9;K28A;K28B;K32;K55;K56a;K56b;K56c;K56d;K60a;K60b;K61;K22_1;K22_2;K23;K24;K25_1;K25_4;K25_6;K25_7;K25_8;K40;tb_paino
3645;1,0;286;1986;34;4;2;1;1;2;4;3;2;1;1;10;2;1;38;2;2;0;0;0;0;2; ; ;7;1;1;2; ;1;1;3; ;1;4;4;2;2;2;2;2;4;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ;2; ;2;1;4;1;5;1;2;2;2;1;2;2;2;1;3;3;4;3;2;1;2; ;1;1;5;5;2;2;1;2;5;1;2;2;3;2;2;2;2;4;4;2;4;5;4;4;4;3;2;1
3645;1,0;287;1981;39;5;2;1;1;1;1;3;9;1;1;0;2;2;45;2;1;0;4;0;17;2; ; ;11;3;1;1;2;1;2;1;2;2;2;3;1;3;1;3;3;1;3;3;3;1;2;2;2;2;2;2;2;2;1;1;1;3;3;1; ;2; ;1;1;3;2; ;2;1;2;2;1;1;2;2;1;3;3;2;2;1;1;4; ;1;2;2;2;4;1;1;2;0;4;4;3;4;2;2;2;2;3;4;2;3;5;2;3;3;3;1;1
3645;1,0;288;1985;35;4;2;1;1;1;2;3;2;1;1;1;2;2;40;2;2;0;0;0;0;2; ; ;6;1;2;2; ;1;2;2; ;2;1;1;1;2;2;2;1;2;1;2;2;1;2;2;2;2;1;2;2;2;1;1;1;2;1;1; ;1;1;1;1;3;1;3;2;1;1;1;1;1;1;2;1;2;3;4;1;2;2;2; ;1;2;4;5;4;2;1;1;0;3;3;2;3;2;2;2;2;3;4;2;4;2;3;3;3;4;2;1
3645;1,0;289;1963;57;9;2;1;1;2;5;3;2;1;1;7;2;2;38;2;2;0;0;0;0;1;8;2;3;2;2;2; ;1;2;1;1;3;1;2;1;2;2;1;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1; ;1;1;1;1;2;1;3;1;2;1;1;1;1;2;1;1;3;2;3;3;1;4;5;1; ;1;4;5;2;2;2;2;2;2;3;3;2;1;1;2;4;2;4;1;3;3;3;3;3;3;2;1
3645;1,0;290;1962;58;9;2;1;1;2;3;3;1;1;1;2;2;2;30;2;2;0;0;0;0;2; ; ;3;2;1;2; ;2; ;1;3;2;1;2;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;1;2;3;1;1;2;1;1;1;1;1;2;2;2;3;3;4;4;2;2;5;2; ; ;5;5;4;3;1;1;0;1;3;1;3;2;2;2;3;3;3;3;5;3;3;3;4;3;2;1
3645;1,0;291;1979;41;6;2; ; ; ; ; ;9; ; ; ; ; ; ; ; ; ; ;0;0; ; ; ;3;1;1;1;3;1;2;2; ;1;2;2;2;3;3;3;2;1;2;2;3;2;2;2;2;2;2;2; ;1;2;1;2;3;1;2;2;1;1;2;1;2;1;5;1;1;1;1;1;1;1;2;1;4;2;3;3;1;2;5;1; ;1;4;5;4;1;1;2;2;3;3;3;4;2;2;2;4;4;4;1;3;3;3;3;3;4;2;1
3645;1,0;292;1994;26;3;2;1;1;3;9;3;1;1;2;2;2;2;16;2;2;0;0;0;0;2; ; ;5;2;2;2; ;2; ;2; ;4;4;2;1;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2; ;2;1;1;9;9;9;2;2;2; ;2;1;2;1;1;2;2;2;2;3;2;2;2;2;3;1;3;3;2;5;5;2; ; ;5;5;2;3;2;2;4;4;2;3;2;2;2;2;3;3;3;2;3;2;3;3;2;3;2;1
3645;1,0;293;1957;63;10;2;1;1; ;99;1;3;1;1;33;2;2;38;2;2;0;0;0;0;2; ; ;9;4;2;3; ;3; ;3; ;4;1;1;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2; ;2;2;9;1;1;1;1; ;1;1;3;1;2;2; ;2;1;1;2;1;2;2;2;1;3;2;4;4;2;4;4; ;1;1;4;5;4;3;1;1;0;2;2;2;2;1;2;2;4;4;4;3;2;2;3;2;2;3;2;1
3645;1,0;294;1962;58;9;2;1;1;1;1;3;2;1;1;10;2;2;40;2;2;0;0;0;0;2; ; ;1;2;2;2; ;1;1;1;2;1;2;2;2;2;1;2;2;2;2;1;3;2;2;2;2;2;2;2; ;2;1;1;2;1;1;1; ;2; ;1;2;2;1;2;2;1;1;2;1;1;1;1;1;3;3;1;1;1;2;3; ;1;2;2;5;4;1;2;2;10;5;3;3;3;2;2;2;3;4;3;3;3;3;3;4;4;4;1;1
3645;1,0;295;1971;49;7;2;1;1;2;4;3;2;1;2;7;2;2;30;2;2;0;0;0;0;2; ; ;3;2;2;2; ;2; ;2; ;2;3;3;2;3;1;3;2;2;4;3;3;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;2;1;1;1;2;2;2; ;2;1;2;2;2;2;2;2;2;3;2;2;3;2;3;5;2; ; ;2;5;2;3;3;2;2;3;3;2;4;3;2;2;3;4;4;2;5;4;3;3;4;3;2;1
3645;1,0;296;1958;62;10;2;1;1;2;5;3;2;1;1;9;2;1;38;2;2;0;0;0;0;2; ; ;6;3;1;1;3;2; ;1;3;1;1;2;1;2;2;2;2;2;1;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;1;1; ;2; ;1;1;3;1;4;2;2;1;2;2;1;2;2;2;4;3;4;4;2;2;5;2; ; ;4;5;4;2;2;1;10;1;2;1;2;1;2;2;2;4;4;1;4;2;2;4;3;3;2;1
3645;1,0;297;1965;55;8;2;1;1;2;3;3;1;1;1;3;2;2;40;2;2;0;0;0;0;2; ; ;7;3;2;1;3;1;2;1;3;2;3;2;3;2;2;2;2;2;2;2;2;1;3;2;1;1;2;2;1;2;2;1;1;1;1;2;1;1;1;1;1;2;1;13;1;1;1;2;1;1;2;2;1;3;3;4;1;1;1;3; ;1;2;4;4;4;2;1;3;0;4;3;1;4;3;2;2;3;3;3;3;5;9;4;2;4;5;2;1
3645;1,0;298;1965;55;8;2;1;1;2;3;3;2;1;1;0;2;2;45;1;2;5;0;21;0;2; ; ;2;1;2;2; ;1;2;1;2;1;1;1;1;1;2;1;1;1;2;1;3;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;1;1;1;2;3;1;1;2;1;1;1;1;1;2;1;1;4;2;3;3;2;1;2; ;2; ;5;2;3;2;1;3;0;4;4;3;4;1;2;2;2;3;3;2;5;3;3;2;3;1;2;1
3645;1,0;299;1985;35;5;2;1;1;2;4;3;2;1;1;0;2;2;30;2;2;0;0;0;0;2; ; ;2;3;1;1;3;1;2;1;1;3;1;1;3;2;2;1;2;1;1;1;2;1;2;2;2;2;2;2;2;2;1;1;2;2;2;1; ;2; ;1;1;2;2; ;1;1;1;1;1;1;1;2;1;2;4;4;1;1;1;5;1; ;1;4;5;4;3;2;2;4;2;2;2;3;1;2;2;3;2;2;2;5;4;2;4;3;3;2;1
3645;1,0;300;1991;29;3;2;1;1;1;2;3;2;1;1;2;2;2;39;1;1;5;1;22;4;2; ; ;6;2;2;1;3;1;3;1;2;3;2;2;1;2;1;1;2;1;2;2;2;2;1;1;2;2;3;2; ;2;2;2;2;3;1;2;1;1;1;1;1;2;1;2;1;1;1;1;1;2;1;2;1;1;2;2;3;2;4;5;1; ;2;2;5;3;3;2;2;5;3;3;1;4;3;2;2;4;3;3;2;1;3;3;3;3;2;2;1
3645;1,0;301;1964;56;9;2;1;1;2;3;2;4;1;1;10;2;1;39;2;2;0;0;0;0;2; ; ;6;2;1;2; ;1;1;1;1;2;3;3;1;4;1;2;4;1;2;2;2;2;2;2;2;2;1;1; ;2;2;2;2;3;1;1; ;2; ;3;2;4;2; ;2;1;1;2;1;1;1;2;1;3;4;4;4;2;1;5;2; ; ;5;5;1;2;2;1;40;1;3;4;2;1;2;2;3;4;4;1;3;4;3;3;3;4;2;1
3645;1,0;302;1960;60;9;2;1;1;2;3;2;4;1;1;15;2;2;39;1;2;4;0;17;0;2; ; ;3;2;2;1;2;1;2;1;2;2;2;1;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;1;1;1; ;1;1;1;1;3;1;2;2;1;1;2;2;2;2;2;1;3;3;3;3;2;1;5;1; ;3;4;5;3;2;2;2;1;2;3;2;2;2;2;2;2;3;3;3;4;3;4;3;3;4;2;1
3645;1,0;303;1969;51;8;2;1;1;2;4;3;2;1;1;19;2;2;39;2;2;0;0;0;0;2; ; ;2;3;2;1;2;1;1;2; ;2;2;1;1;4;2;1;2;2;3;3;3;2;2;2;2;2;2;2; ;2;1;1;2;1;1;1; ;1;2;2;1;2;1;2;2;1;1;1;3;1;1;2;1;4;2;4;4;2;2;5;1; ;1;2;5;2;1;3;1;132;2;3;3;4;1;2;2;3;4;4;2;4;1;1;2;2;2;2;1
3645;1,0;304;1978;42;6;2;1;1;2;4;3;2;1;1;23;2;2;38;2;2;0;0;0;0;2; ; ;1;1;1;1;3;1;1;1;1;2;1;1;2;2;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;1;1;1;3;1;15;1;1;1;1;2;1;1;1;1;3;1;3;3;2;2;2; ;1;1;3;4;4;2;2;2;0;1;3;3;3;2;2;2;3;2;2;2;5;3;4;4;4;3;2;1
3645;1,0;305;1967;53;8;2;1;1;2;4;3;2;1;1;6;2;2;38;1;2;7;0;29;0;2; ; ;9;2;2;1;3;2; ;2; ;1;2;3;2;2;1;3;2;3;2;2;2;2;2;2;2;2;2;2; ;2;2;2;1;1;1;2;1;2; ;1;1;2;1;1;2;1;1;2;1;2;2;2;1;3;3;2;4;1;1;5;1; ;1;5;3;4;2;2;2;22;4;4;2;4;2;2;2;1;3;3;2;2;3;3;3;3;3;2;1
3645;1,0;306;1963;57;9;2;1;1;2;3;3;1;1;1;24;2;2;39;1;2;2;0;8;0;2; ; ;11;3;2;1;3;1;2;2; ;3;2;2;2;1;1;1;1;1;1;1;2;1;2;2;1;2;2;2;2;2;2;2;1;1;1;2;1;1;1;1;1;2;1;5;2;1;1;2;1;2;2;2;1;3;3;4;1;2;1;2; ;1;1;2;5;4;4;1;1;0;1;2;2;1;1;2;2;3;4;3;2;5;3;3;3;3;2;2;1
3645;1,0;307;1987;33;4;2;1;1;2;5;3;2;1;1;12;2;1;37;2;2;0;0;0;0;2; ; ;3;2;2;2; ;2; ;1;2;2;3;2;1;2;2;2;4;3;4;3;2;2;1;2;2;2;2;2; ;2;3;3;2;3;2;2;2;1;1;1;2;2;2; ;2;1;2;1;3;1;1;2;2;3;3;2;4;2;1;3; ;2; ;1;4;1;1;1;3;0;5;4;4;2;2;2;2;1;3;4;1;5;3;3;3;3;5;1;1
3645;1,0;308;1983;37;5;2;1;1;2;5;3;2;1;1;4;2;2;38;1;2;9;0;39;0;2; ; ;4;3;2;1;2;1;1;3; ;3;2;1;1;1;2;1;1;1;1;1;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;1;1;2;2; ;2;2;2;2;1;1;1;1;1;1;2;2;4;2;1;4; ;2; ;4;4;4;4;1;1;2;1;3;1;1;1;2;2;1;4;4;1;3;2;2;3;2;3;1;1
3645;1,0;309;1964;56;9;2;1;1;1;2;2;4;1;1;29;2;2;40;1;2;6;0;25;0;2; ; ;4;2;1;2; ;1;2;1;1;2;2;2;1;2;1;2;2;2;2;2;3;2;2;2;2;2;2;2; ;2;1;1;1;2;1;1; ;1;2;1;1;1;1;3;2;2;1;1;1;1;1;2;1;3;3;3;3;2;1;5;2; ; ;5;2;3;2;2;2;0;3;4;3;3;2;2;2;2;4;4;1;4;3;3;3;3;4;1;1
3645;1,0;310;1979;41;6;2;1;1;1;2;2;4;1;1;15;2;2;38;2;2;0;0;0;0;2; ; ;6;2;1;1;2;2; ;2; ;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;3;1;2;2;2; ;2;1;3;2; ;2;2;1;2;3;2;2;1;1;3;3;2;2;2;2;5;2; ; ;5;5;4;2;2;2;3;3;3;3;3;2;2;2;1;4;4;1;3;3;3;3;3;3;1;1
3645;1,0;311;1969;51;8;2;1;1;1;2;1;3;2;1;0;2;2;39;2;2;0;0;0;0;2; ; ;8;2;2;1;3;1;1;2; ;2;2;2;1;2;1;1;2;1;3;3;3;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;1;1;2;1;2;2; ;2;2;2;2;1;1;2;2;1;3;3;2;1;1;1;2; ;1;1;4;4;4;1;1;1;0;3;3;2;2;2;2;2;3;4;4;2;3;3;4;2;3;3;1;1
3645;1,0;312;1966;54;8;2;1;1;3;5;3;2;1;1;15;2;1;38;2;2;0;0;0;0;2; ; ;6;2;1;2; ;1;3;1;3;3;3;4;3;4;3;3;3;3;3;3;3;1;2;2;2;2;2;2;2;2;3;3;1;3;1;1; ;1;1;1;1;3;1;2;2;2;2;2;2;2;2;2;2;3;2;2;4;2;1;5;2; ; ;4;5;2;3;1;1;5;2;2;2;2;1;2;2;3;4;4;2;5;2;2;3;3;3;2;1
3645;1,0;313;1977;43;6;2;1;1;1;2;3;2;1;1;20;2;2;40;1;2;2;0;8;0;2; ; ;11;2;2;1;2;1;3;1;2;2;3;3;4;2;2;2;2;2;2;2;3;2;2;2;1;2;2;2; ;2;1;1;1;1;1;2;1;1;1;1;1;2;1;2;2;1;1;1;3;1;2;2;1;3;3;4;4;1;1;3; ;1;2;2;4;4;2;1;2;0;4;4;2;3;2;2;2;3;3;2;2;4;3;3;4;4;3;2;1
3645;1,0;314;1969;51;8;2;1;1;1;2;2;4;1;1;6;2;2;38;2;2;0;0;0;0;2; ; ;5;2;2;1;3;1;1;2; ;2;2;2;3;2;2;2;2;2;2;2;3;2;2;2;2;2;1;2; ;1;2;1;3;3;1;1; ;2; ;2;1;2;1;1;2;1;1;2;1;1;1;1;1;2;2;4;3;2;3;5;1; ;2;2;4;3;2;2;2;3;3;3;2;2;2;2;2;2;3;3;2;2;2;2;1;2;3;2;1
3645;1,0;315;1977;43;6;2;1;1;3;4;3;2;1;1;15;2;2;39;2;2;0;0;0;0;2; ; ;5;3;1;1;2;2; ;1;3;1;4;4;4;4;3;3;3;3;3;3;4;1;1;1;2;2;1;1;2;1;2;2;1;1;1;1; ;2; ;2;2;3;2; ;2;2;2;1;3;2;2;2;1;3;3;4;4;2;1;5;2; ; ;5;5;1;1;3;2;45;2;3;3;3;3;2;2;3;1;2;4;2;3;3;3;3;4;2;1
3645;1,0;316;1964;56;9;2;1;1;2;5;2;4;2;1;0;2;1;39;2;2;0;0;0;0;2; ; ;5;3;2;1;2;1;2;1;2;1;1;2;4;4;1;2;2;1;3;2;2;1;2;1;2;2;2;2;2;1;2;2;1;3;3;1; ;1;1;2;2;3;1;1;1;1;1;1;2;1;1;2;2;4;4;4;4;2;1;5;2; ; ;3;2;1;1;3;3;5;4;4;2;2;2;1;2;1;1;1;1;5;5;2;2;3;5;2;1
3645;1,0;317;1977;43;6;2;1;1;1;2;3;2;1;1;4;2;2;38;2;2;0;0;0;0;2; ; ;5;1;2;2; ;3; ;2; ;2;2;2;2;3;2;2;2;3;2;3;3;2;2;2;3;2;2;2; ;2;2;2;2;2;1;1; ;1;1;2;1;2;2; ;2;1;1;1;1;2;1;1;1;3;3;4;4;1;1;4; ;1;3;2;5;4;2;2;2;3;3;2;3;3;2;2;2;2;3;3;2;4;4;4;4;4;3;2;1
3645;1,0;318;1959;61;10;2;1;1;3;7;3;1;1;1;6;2;1;40;2;2;0;0;0;0;2; ; ;11;2;1;1;2;2; ;2; ;1;3;4;2;2;2;2;2;1;3;1;4;1;2;2;1;2;2;2;2;1;2;2;9;1;1;1; ;1;2;3;1;2;2; ;2;2;2;2;3;1;2;2;2;4;4;3;4;2;1;5;2; ; ;4;5;1;1;2;2;10;5;4;3;5;2;1;2;4;3;4;4;5;5;5;3;4;3;2;1
3645;1,0;319;1981;39;5;2;1;1;1;2;2;4;1;1;5;2;2;30;2;2;0;0;0;0;2; ; ;7;2;2;1;1;1;1;1;1;2;5;2;1;2;2;2;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;1;2;1;1;1; ;1;1;1;1;3;1;10;2;1;1;1;1;1;1;2;1;2;3;2;2;1;2;5;1; ;3;4;2;4;2;1;2;3;3;3;2;3;2;2;2;3;3;4;1;4;3;3;3;3;4;2;1
3645;1,0;320;1977;43;6;2;1;1;3;5;3;2;1;1;3;2;1;40;2;2;0;0;0;0;2; ; ;3;2;2;2; ;1;3;1;2;3;4;3;1;2;1;2;2;2;3;2;3;2;2;2;2;2;2;2; ;2;2;2;3;3;3;2;2;2; ;1;1;3;1;2;2;1;1;1;1;1;1;1;1;3;2;2;2;2;2;5;2; ; ;4;4;3;3;2;1;8;1;3;3;3;3;2;2;1;4;4;1;5;2;2;2;4;1;2;1
3645;1,0;321;1977;43;6;2;3;1;2;5;3;2; ; ; ;2; ; ; ; ; ; ;0;0; ; ; ;3;3;2;2; ;1;9;1;3;1;4;4;5;3;2;2;3;3;3;3;3;1;2;1;2;2;2;2;2;1;2;2;1;1;1;1; ;2; ;1;1;2;1;1;2;1;1;2;2;1;2;2;2;4;3;3;4;2;1;5;2; ; ;2;5;1;2;3;4;180;4;4;3;4;2;2;2;3;3;5;1;3;4;3;3;3;3;1;1
3645;1,0;322;1983;37;5;2;1;1;1;2;3;2;1;1;1;2;2;40;2;2;0;0;0;0;2; ; ;9;1;2;1;1;1;1;1;2;2;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;1;1;1;1;2;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2; ;1;1;3;4;4;2;1;1;1;2;2;2;2;1;2;2;3;4;4;1;4;3;2;2;3;3;1;1
3645;1,0;323;1972;48;7;2;1;1;1;2;2;4;1;1;13;2;2;30;2;2;0;0;0;0;2; ; ;3;2;2;1;3;1;1;1;1;3;3;3;2;4;3;3;2;3;3;2;3;2;2;2;1;2;1;3; ;2;3;1;2;1;1;1; ;2; ;3;1;3;2; ;2;2;1;2;3;1;2;1;1;3;4;4;3;2;3;5;1; ;2;1;4;2;2;2;2;10;5;4;3;1;1;2;2;1;1;2;4;5;3;3;4;4;5;2;1
3645;1,0;324;1966;54;8;2;1;1;3;5;3;2;1;1;1;2;2;30;2;2;0;0;0;0;2; ; ;11;4;2;2; ;2; ;2; ;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;2; ;3;1;3;2; ;2;1;2;1;1;1;2;1;2;1;1;1;3;1;4;5;2; ; ;5;5;4;1;2;2;22;1;3;3;1;2;2;2;3;3;3;2;3;5;3;2;3;3;2;1
3645;1,0;325;1957;63;10;2;1;1;2;3;2;4;1;1;22;2;2;37;2;2;0;0;0;0;2; ; ;3;2;2;2; ;2; ;1;3;2;2;2;1;3;1;2;2;2;3;2;3;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;1;2;4;2; ;2;2;2;2;1;2;2;2;1;2;2;4;2;1;3;4; ;1;2;1;4;3;1;3;3;5;5;4;3;4;3;1;2;4;3;4;4;3;3;3;3;3;3;2;1
3645;1,0;326;1964;56;9;2;1;1;2;4;3;2;1;1;31;2;2;38;2;2;0;0;0;0;2; ; ;5;1;2;1;3;1;2;1;2;2;2;3;2;2;3;1;2;1;2;2;3;1;2;2;2;2;2;2;2;2;1;1;2;1;1;2;1;1;1;3;1;3;1;2;1;2;1;2;2;1;2;2;1;4;4;4;4;2;2;5;2; ; ;5;5;4;2;1;2;0;3;3;3;2;2;2;2;3;4;3;1;3;3;3;3;3;3;2;1
3645;1,0;327;1973;47;7;2;1;1;2;3;2;4;2;1;0;2;1;38;2;2;0;0;0;0;2; ; ;8;2;2;1;2;2; ;2; ;2;1;1;2;2;1;1;2;1;2;2;3;1;2;2;2;2;2;2;2;2;2;1;2;2;1;1; ;2; ;1;1;3;2; ;1;1;1;1;2;2;2;2;1;3;3;4;4;2;1;5;2; ; ;4;5;1;2;1;1;0;3;2;3;3;3;2;2;2;4;4;1;4;3;3;3;3;4;2;1
3645;1,0;328;1962;58;9;2;1;1;1;2;1;3;1;1;20;2;2;35;2;2;0;0;0;0;2; ; ;6;4;2;2; ;1;2;1;3;2;2;2;2;3;2;2;5;1;5;1;1;1;2;2;2;2;3;3;3;3;2;1;2;1;1;1; ;2; ;1;1;2;1;1;2;1;1;2;2;2;2;2;1;4;3;4;3;2;2;3; ;1;2;5;5;3;3;3;3;1;4;3;3;3;2;2;2;4;4;4;2;4;4;3;3;4;4;2;1
3645;1,0;329;1965;55;9;2;1;1;1;2;2;4;1;1;14;2;2;40;2;2;0;0;0;0;2; ; ;5;1;2;1;3;1;2;1;3;2;2;3;1;3;2;2;2;2;1;1;4;1;1;1;1;2;2;2;2;2;2;1;2;1;1;1; ;2; ;2;1;2;2; ;2;2;1;2;1;1;1;2;1;2;3;3;1;1;2;5;1; ;2;2;1;3;1;2;1;0;4;3;3;4;3;2;2;3;3;4;1;3;4;3;3;3;5;2;1
3645;1,0;330;1957;63;10;2;1;1;2;5;2;4;1;1;43;2;2;39;1;2;2;0;8;0;2; ; ;1;2;2;2; ;2; ;1;2;2;2;1;2;4;4;3;2;4;2;3;1;2;1;1;2;2;1;2; ;1;1;1;2;3;3;1; ;2; ;1;2;3;1;1;2;2;2;2;2;1;2;2;2;4;3;3;4;1;1;5;2; ; ;4;4;1;2;3;2;120;2;3;3;2;2;1;2;1;1;4;3;3;3;2;3;3;4;2;1
3645;1,0;331;1990;30;3;2;1;1;2;3;2;4;1;1;1;2;2;39;2;2;0;0;0;0;2; ; ;2;2;2;2; ;2; ;2; ;2;3;2;1;2;2;2;2;1;3;3;2;2;2;2;2;2;3;3; ;2;2;9;2;2;1;2;1;1;1;1;1;3;1;4;2;1;1;2;2;1;2;2;2;3;3;3;4;2;2;5;2; ; ;5;5;2;1;2;2;15;3;3;2;3;1;2;2;1;3;3;2;4;3;3;2;3;4;2;1
3645;1,0;332;1963;57;9;2;1;1;3;9;3;2;1;1;19;2;2;38;2;2;0;0;0;0;2; ; ;3;2;2;2; ;2; ;1;2;3;2;2;4;2;1;2;2;2;3;3;1;1;2;2;1;2;1;1;2;2;2;2;1;1;1;1; ;2; ;2;1;4;2; ;2;2;2;2;1;1;2;1;1;3;3;5;4;2;2;5;2; ; ;4;5;1;4;2;1;0;1;2;2;2;2;2;2;5;3;3;3;5;4;3;2;3;4;2;1
3645;1,0;333;1996;24;2;2;1;1;2;4;3;2;1;1;1;2;1;38;2;2;0;0;0;0;2; ; ;9;1;2;1;3;1;2;2; ;3;1;2;1;1;2;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;1;1; ;1;1;1;1;2;1;3;1;1;1;1;1;1;1;2;1;3;3;3;1;2;1;5;1; ;1;5;5;4;1;1;1;0;3;3;3;2;1;2;2;3;4;4;1;1;2;3;1;1;1;2;2
3645;1,0;334;1992;28;3;2;1;1;2;3;2;4;1;1;2;2;1;39;2;2;0;0;0;0;2; ; ;4;2;2;2; ;2; ;2; ;2;1;3;2;2;2;2;1;2;2;2;2;2;1;2;2;2;1;1; ;1;2;2;3;3;2;1; ;1;1;1;1;3;1;10;1;1;1;1;1;1;2;2;1;3;2;3;3;2;2;5;2; ; ;4;4;4;1;2;2;5;3;2;2;3;2;2;2;3;3;3;2;4;3;3;2;3;3;2;1
3645;1,0;335;1969;51;8;2;2;1;3;9;3;2; ; ; ;2; ; ; ; ; ; ;0;0; ; ; ;7;3;2;1;3;2; ;1;3;2;3;3;4;2;2;3;3;3;4;3;3;2;2;2;2;2;2;2; ;2;2;2;1;1;1;1; ;2; ;3;1;2;2; ;2;2;2;2;2;2;2;2;2;3;4;4;4;2;1;5;2; ; ;5;5;2;2;2;1;14;2;3;3;2;2;1;2;5;5;2;2;3;2;3;2;3;4;2;1
3645;1,0;336;1958;62;10;2;1;1;2;4;3;1;1;1;36;2;2;38;2;1;0;2;0;8;2; ; ;9;3;1;1;2;2; ;1;1;1;2;2;4;2;1;2;2;2;2;2;3;1;2;1;2;2;2;2;2;1;2;2;1;1;1;1; ;2; ;1;1;2;1;1;2;1;1;2;2;2;2;1;1;3;3;3;3;2;2;5;1; ;2;2;2;3;2;2;2;8;4;4;4;4;2;2;2;2;1;3;4;4;4;3;3;4;4;2;1
3645;1,0;337;1989;31;4;2;1;1;3;5;3;2;1;1;5;2;1;38;2;2;0;0;0;0;2; ; ;3;3;1;1;3;1;2;2; ;2;3;3;2;3;3;2;3;2;3;2;3;1;1;2;2;1;1;1;2;2;1;2;1;1;1;1; ;2; ;3;2;4;2; ;2;2;2;2;3;2;1;1;1;3;1;4;4;2;1;5;2; ; ;2;5;2;1;2;2;8;4;4;2;3;4;1;1;3;2;3;2;3;4;4;3;3;5;2;1
3645;1,0;338;1982;38;5;2;1;1;2;4;3;2;1;1;1;2;2;25;2;2;0;0;0;0;2; ; ;4;4;2;2; ;1;2;1;3;4;1;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;2;1;1;1;2;2;2; ;2;1;2;2;2;2;2;2;2;2;1;2;1;2;4;2; ;1;2;2;5;4;3;1;2;2;2;3;2;3;1;2;2;3;4;4;1;2;3;2;3;3;2;2;1
3645;1,0;339;1961;59;9;2;1;1;3;5;3;9;1;2;5;2;2;20;2;2;0;0;0;0;2; ; ;1;2;2;2; ;2; ;2; ;4;4;1;3;4;4;2;4;3;4;4;1;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;2; ;1;2;3;2; ;2;2;2;2;3;2;2;2;2;3;1;1;4;2;4;5;2; ; ;2;5;2;2;5;1;10;1;3;3;1;3;2;2;1;4;4;1;3;2;2;2;2;3;2;1
3645;1,0;340;1957;63;10;2;1;1;2;4;2;4;1;1;31;2;2;36;2;2;0;0;0;0;2; ; ;2;2;2;2; ;1;2;2; ;2;1;1;2;2;1;2;1;1;1;1;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;1;1;3;1;2;2;1;1;2;1;1;1;2;1;3;3;3;1;1;3;2; ;1;1;2;4;4;3;2;2;0;2;2;2;3;1;2;2;3;4;4;3;2;3;2;1;3;3;2;1
3645;1,0;341;1959;61;10;2;1;1;3;9;2;4;1;1;31;2;2;38;2;2;0;0;0;0;2; ; ;1;2;2;2; ;2; ;2; ;2;3;3;2;2;2;3;2;3;2;2;3;2;2;2;2;3;3;3; ;2;1;1;1;1;1;1; ;2; ;1;1;3;2; ;2;2;2;2;1;2;2;2;2;4;3;4;4;2;1;5;2; ; ;5;5;1;2;2;2;1;3;3;3;3;2;2;2;3;1;3;3;4;9;3;3;3;3;2;1
