fsd_no;fsd_vr;fsd_id;tb_paino;Syvu;ika;ika5;sukup;tyvo;lammas;sose;lisco_1;ltytyy;toimi2;toimi;tysuhpy;taikao;tsuhaika;vuokraty;vuoro;saanai;ylipa;ylipato;ylitunn;ylipatot;ylitu;pylitu;sivutyo;sivutunn;svuokra;K2;K3;K5_9;K41a;K41A_1;K41B;K41B_1;K41C;K41C_1;K21C_1;K21C_4;K21C_5;K21C_6;K26_1;K26_2;K26_3;K20B_1;K20B_2;K20B_3;K20B_5;K20B_6;K20B_7;K32A;K33_1;K33_2;K33_3;K33_4;K33_5;K33_7;K33_6;K33_8;K9A_07;K9A_07c;K9A_07B;K9A_09b;K9A_10b;K13_1;K13_2;K22_6;K22_8;K22_10;K20a_02;K20a_09;K21B_1;K21B_2;K51A;K51B;K51C;K51D;K51E;K51F;K51G;K51H;K51I;K51J;K51K;K51K_muu;K52a;K52b;K52c;K21B_30;K53;K21B_4;K46a;K46b;K47;K47_1;K47_2;K47_4;K47_5;K47_6;K47_7;K48;K50;K11A_1;K11A_2;K11A_3;K11A_4;K42E;K42A;K43A;K43E;K43G;K21C_8;K21C_9;K28A;K28B;K32;K22_1;K22_2;K22_3;K23;K24;K25_1;K25_4;K25_6;K25_7;K25_8;K25_9;K54a;K54b;K54c;K40
3482;1;511;,957897915573264;1970;48;7;2;1;1;3;8;3; ;1;1;1;24;2;1;40;2;2;0;0;0;0;2; ; ;9;2;2;2; ;2; ;3; ;2;2;2;1;1;1;2;2;3;2;2;3;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;2; ;2;2;2;1;3;2;2;2;2;2;2;2;2;1;1;2; ;1;1;2;2;1;1;2;2;2; ; ; ; ; ; ;2;3;4;3;3;3;2;5;5;5;5;2;4;2;2;3;4;4;4;2;3;3;3;3;3;3;8;5;5;5;2
3482;1;512;1,16447888280496;1988;30;4;2;3;1;1;2;2; ;4; ; ; ;2; ; ; ; ; ; ;0;0; ; ; ;2;2;2;2; ;1;1;1;1;3;4;3;1;3;3;2;4;2;4;3;2;3;2;2;2;2;2;1;1; ;2;3;2;1;1;1;1; ;1;1;2;1;4;1;2;2;2;2;2;1;2;1;2;1;2;1;Lains??d?nt? ja sen uudistukset;1;1;2;1;1;3;1;2;2; ; ; ; ; ; ;2;3;3;4;3;3;2;1;3;5;2;3;2;2;2;10;4;4;5;1;3;4;3;3;3;4;5;1;1;1;1
3482;1;513;,980754934385689;1973;45;6;2;1;1;2;5;3; ;2;1;1;4;2;1;39;1;2;5;0;23;0;2; ; ;3;3;2;1;1;1;2;2; ;3;4;3;4;4;3;4;4;3;2;2;1;2;1;2;2;2;2;2;2;2;1;2;1;1;1;1;2;1;1;1;3;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;1;2;1;1;1;1;2; ; ; ; ; ; ;2;2;2;3;4;4;2;3;5;1;5;4;4;2;1;0;3;3;1;2;4;4;4;9;2;9;4;1;1;2;2
3482;1;514;,887128773583108;1968;50;8;2;1;1;3;8;3; ;1;1;1;11;2;1;40;2;2;0;0;0;0;2; ; ;6;3;1;1;3;2; ;1;2;3;3;3;3;1;3;3;3;3;3;2;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;2; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;3;1;2;2; ; ; ; ; ; ;2;2;3;4;4;4;2;1;5;5;5;2;4;2;2;0;3;3;3;2;3;3;1;2;2;3;8;4;4;4;2
3482;1;515;1,44835976711365;1996;22;2;2;1;1;2;3;2; ;4;1;1;1;2;1;48;1;2;1;0;4,5;0;2; ; ;6;2;2;2; ;2; ;1;3;4;2;2;2;2;2;1;2;3;2;5;4;2;2;2;2;2;2;2;2; ;2;2;1;3;3;2;2;2;1;2;2;2;2;1;3;2;2;1;2;1;2;1;2;1;2;2; ;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;1;2;4;3;4;4;1;2;5;4;5;4;4;2;1;0;4;4;4;1;3;3;3;3;3;3;8;4;3;3;2
3482;1;516;,980754934385689;1981;37;5;2;1;1;2;5;3; ;2;1;1;0;2;1;35;2;2;0;0;0;0;2; ; ;6;2;2;1;1;2; ;1;1;1;3;4;2;2;3;3;3;2;3;3;2;3;2;1;1;1;2;1;1; ;1;2;2;2;2;2;1; ;2; ;1;2;3;1;3;2;2;2;2;2;2;2;2;1;2;2; ;2;1;2;2;2;3;1;1;2; ; ; ; ; ; ;1;1;4;4;4;4;2;1;5;3;1;1;2;3;3;3;4;3;1;2;4;4;4;3;4;3;5;5;1;2;2
3482;1;517;,877165358618532;1967;51;8;2;1;1;1;2;2; ;4;1;1;1;2;2;38;2;2;0;0;0;0;2; ; ;5;1;2;2; ;2; ;1;3;2;3;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;2;1;2;1;5;2;2;2;1;2;2;2;2;1;2;2; ;1;1;1;2;1;2;1;2;2; ; ; ; ; ; ;1;3;3;2;4;2;2;3;3;3;3;4;2;2;2;0;4;3;3;2;3;3;3;2;2;2;8;2;3;3;2
3482;1;518;1,19352710936429;1987;31;4;2;3;1;2;3;3; ;1; ; ; ;2; ; ; ; ; ; ;0;0; ; ; ;11;2;1;1;3;2; ;1;1;3;3;2;3;2;1;1;2;1;1;2;3;3;1;2;2;1;2;2;2;2;2;2;1;1;1;1;1; ;1;1;1;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;1;2;2;1;1;2;2; ; ; ; ; ; ;1;3;3;3;2;4;1;2;5;5;5;4;2;1;1;0;3;3;2;2;3;3;3;3;3;3;8;1;1;2;2
3482;1;519;,860808352623086;1982;36;5;2;1;1;1;2;3; ;2;1;2;0;2;2;22;2;2;0;0;0;0;2; ; ;5;2;2;2; ;1;3;2; ;2;4;3;4;2;2;2;3;3;3;3;1;3;1;2;2;2;2;1;1;2;2;3;3;2;1;1;1; ;1;1;1;2;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;2;3;3;3;3;4;1;1;2;2;3;2;2;2;4;7;3;2;2;3;3;2;2;2;2;4;4;1;1;2;2
3482;1;520;,837439247421398;1958;60;9;2;1;1;1;2;2; ;4;1;1;7;2;2;45;2;2;0;0;0;0;2; ; ;5;2;2;2; ;1;3;2; ;2;2;1;1;3;2;2;1;1;2;2;3;2;2;2;2;2;2;2;2; ;2;1;1;2;2;1;1; ;2; ;3;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1;2;2; ; ; ; ; ; ;1;3;3;3;4;3;1;1;5;1;1;2;2;3;2;2;4;4;4;1;2;3;3;2;3;4;9;1;1;2;2
3482;1;521;1,23388559547971;1986;32;4;1;1;1;2;3;3; ;2;1;1;8;2;2;38;2;2;0;0;0;0;2; ; ;8;2;1;1;3;1;2;2; ;2;1;2;2;3;2;3;2;2;2;2;2;1;1;2;1;2;2;3;3;2;3;2;1;2;1;1;2;1;2; ;2;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;1;2;1;3;2;2;2; ; ; ; ; ; ;1;3;3;3;2;4;1;3;5;4;4;4;1;1;2;10;2;4;3;2;4;3;3;3;3;3;7;1;1;2;2
3482;1;522;,81026848353523;1983;35;5;1;1;1;1;3;3; ;2;1;1;2;2;1;30;2;2;0;0;0;0;2; ; ;10;2;2;2; ;2; ;2; ;2;2;1;3;2;2;1;1;1;2;3;2;3;2;2;2;2;2;2;2; ;2;1;1;2;1;1;1; ;2; ;2;1;2;1;30;2;2;2;2;2;2;2;2;1;2;2; ;1;1;1;2;2;2;2;2;2; ; ; ; ; ; ;1;3;4;4;4;4;2;2;5;4;5;3;3;2;2;0;3;3;3;2;2;3;2;3;3;2;7;4;2;2;2
3482;1;523;,930215065297832;1980;38;5;1;1;1;2;4;3; ;2;1;1;9;2;2;60;2;1;0;20;0;90;2; ; ;9;2;2;2; ;1;3;2; ;2;2;1;2;2;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;2; ;1;1;2;1;2;2;2;2;2;1;1;1;2;1;2;2; ;1;1;1;2;1;1;1;1;1;1;1;1;2;2;2;1;3;3;3;3;3;2;1;3;2;1;2;2;2;2;1;4;4;4;1;3;3;2;2;2;3;9;1;1;2;1
3482;1;524;,826625489530675;1965;53;8;1;1;1;1;2;2; ;4;1;1;20;2;2;38;2;2;0;0;0;0;2; ; ;7;1;2;1;3;1;1;1;1;3;1;1;2;2;1;1;1;1;1;2;3;2;1;2;2;2;2;2;2;2;2;1;1;2;1;1;1; ;2; ;1;1;2;1;5;1;2;1;2;2;2;1;1;1;2;2; ;2;1;1;1;2;1;1;1;2; ; ; ; ; ; ;1;3;1;1;2;1;1;2;2;2;2;3;3;1;2;0;3;4;3;2;3;3;3;2;3;3;8;1;1;2;2
3482;1;525;,91836009378604;1957;61;10;1;1;1;2;3;3; ;2;1;1;0;2;2;38;2;2;0;0;0;0;2; ; ;6;2;2;1;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;3;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1;1;2; ; ; ; ; ; ;1;3;3;3;3;2;1;2;2;5;5;4;2;1;3;5;4;4;4;4;3;3;3;3;3;3;8;1;1;1;2
3482;1;526;,91836009378604;1958;60;10;1;1;1;2;4;1; ;3;1;1;20;2;2;38;2;2;0;0;0;0;2; ; ;7;3;3;2; ;1;3;2; ;1;3;2;3;3;2;2;3;2;2;3;3;3;1;3;2;2;2;3;2;2;2;1;1;1;1;1;2;1;1;1;2;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;3;1;2;2; ; ; ; ; ; ;1;3;3;3;4;4;2;2;5;5;5;3;2;2;2;0;3;3;3;4;3;3;3;2;2;2;6;4;2;5;2
3482;1;527;1,01274715630463;1956;62;10;1;1;1;2;4;2; ;4;1;1;44;2;2;38;2;2;0;0;0;0;2; ; ;3;2;2;1;1;1;2;2; ;2;1;1;1;2;1;1;1;1;1;1;3;2;1;2;2;2;2;2;2;2;2;3;1;1;1;1;1; ;2; ;2;1;2;1;3;1;2;1;2;2;1;1;1;1;1;2; ;2;2;2;2;1;1;1;1;2; ; ; ; ; ; ;1;3;3;2;2;3;2;2;5;2;5;4;4;2;2;0;4;4;4;3;2;2;3;2;3;3;10;3;1;3;2
3482;1;528;1,14298724027643;1990;28;3;1;1;1;2;3;3; ;1;1;1;0;2;2;40;2;2;0;0;0;0;2; ; ;5;1;1;3; ;1;3;3; ;3;1;1;2;2;1;1;2;1;2;2;3;1;1;3;3;2;2;3;3;2;3;1;1;1;1;1;1; ;1;1;1;1;2;1;4;2;2;1;2;1;2;1;1;1;1;2; ;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;1;3;3;3;4;3;1;1;5;2;5;4;2;1;1;0;3;4;3;1;3;3;3;2;3;3;8;1;1;2;1
3482;1;529;,81026848353523;1980;38;5;1;1;1;1;2;3; ;2;1;1;7;2;2;38;2;2;0;0;0;0;2; ; ;5;3;2;1;2;1;1;2; ;2;2;1;2;2;1;2;3;1;2;2;3;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;2;1;3;1;2;1;2;2;2;1;2;1;1;1;2;2; ;1;1;1;1;2;2;1;2;2; ; ; ; ; ; ;1;3;3;1;2;1;1;2;3;4;5;3;4;1;1;5;4;4;1;1;2;2;1;1;3;2;8;1;2;1;1
3482;1;530;,798413512023438;1957;61;10;1;1;1;1;2;3; ;2;1;1;35;2;2;42;2;2;0;0;0;0;2; ; ;10;1;1;1;3;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;2;2;3;1;4;1;2;2;2;1;2;1;1;1;2;2; ;1;1;1;2;1;1;1;1;2; ; ; ; ; ; ;1;3;3;1;1;3;1;3;4;3;4;4;2;1;2;0;4;4;4;3;2;2;2;2;2;3;8;1;1;3;1
3482;1;531;,907358046485407;1964;54;8;1;1;1;3;7;3; ;1;1;1;19;2;1;38;2;2;0;0;0;0;2; ; ;9;1;1;2; ;1;3;1;2;2;2;2;1;2;2;2;2;2;2;3;2;3;1;1;2;2;2;2;3;2;2;1;2;1;1;1;1; ;1;1;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;2;2;1;2;1;2;2; ; ; ; ; ; ;1;3;3;3;3;3;2;4;5;2;5;1;2;3;1;0;4;4;4;3;3;3;3;3;3;2;8;1;2;2;2
3482;1;532;1,3978198980258;1996;22;2;1;1;1;2;3;1; ;3;2;1;0;2;2;37;2;2;0;0;0;0;2; ; ;7;2;2;3; ;1;3;1;3;3;2;1;3;2;2;1;1;1;1;1;3;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;1;2;2; ;1;1;2;2;2;1;2;2;2; ; ; ; ; ; ;1;3;3;1;3;1;1;2;2;2;5;4;2;1;2;0;3;2;2;3;3;3;2;2;3;4;8;1;5;1;2
3482;1;533;1,27787331626319;1994;24;2;1;1;1;1;2;3; ;1;2;1;2;2;2;38;2;2;0;0;0;0;2; ; ;11;2;1;1;3;3; ;1;3;3;2;1;3;2;2;2;1;2;2;2;3;2;1;2;2;2;2;2;2;2;2;1;1;9;1;1;1; ;1;1;2;1;3;1;1;2;2;2;2;2;2;2;2;1;1;2; ;1;1;1;2;2;2;2;1;2; ; ; ; ; ; ;1;2;3;2;3;4;2;4;4;5;5;4;4;1;2;0;2;2;2;2;3;3;2;2;3;3;6;2;3;2;2
3482;1;534;,826625489530675;1964;54;8;1;1;1;1;2;1; ;3;1;1;20;2;2;40;2;2;0;0;0;0;2; ; ;7;2;2;1;2;1;3;1;2;1;2;2;3;2;2;2;2;2;2;3;3;3;2;2;2;2;2;2;2; ;2;1;1;2;1;1;1; ;1;2;2;1;3;1;8;2;2;1;2;2;2;1;1;1;2;2; ;2;2;2;2;2;2;1;1;2; ; ; ; ; ; ;1;3;1;1;4;3;1;2;3;4;5;4;2;1;3;2;4;4;4;2;4;3;4;2;2;3;3;2;2;1;2
3482;1;535;,81026848353523;1980;38;5;1;1;1;1;1;1; ;3;1;1;8;2;2;37;2;2;0;0;0;0;2; ; ;10;2;2;2; ;1;1;1;2;3;2;1;2;3;1;1;2;1;1;2;2;3;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;1;3;1;30;1;2;1;2;1;1;1;1;1;2;2; ;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;3;2;1;3;1;1;2;2;2;5;4;2;1;2;3;4;4;3;1;2;2;2;2;2;3;10;1;2;1;2
3482;1;536;,81026848353523;1976;42;6;1;1;1;1;2;3; ;2;1;1;13;2;2;40;1;2;3;0;13,8;0;2; ; ;2;2;2;2; ;2; ;2; ;3;3;2;1;2;2;2;3;2;2;2;2;2;1;2;2;2;2;3;3;2;2;2;1;1;1;1;1; ;1;1;1;1;2;1;5;2;2;2;2;2;2;2;2;1;2;2; ;2;1;1;2;2;2;2;2;2; ; ; ; ; ; ;1;3;2;2;3;4;2;4;5;5;5;2;3;1;1;10;4;4;4;2;3;3;3;3;3;3;8;2;3;2;2
3482;1;537;,930215065297832;1980;38;5;1;1;1;2;5;3; ;2;1;1;12;2;1;40;2;2;0;0;0;0;2; ; ;3;2;1;1;3;1;3;1;2;1;2;1;1;2;2;2;1;2;1;1;3;2;1;2;2;2;2;2;2;2;2;2;1;2;3;1;2;2;1;1;1;2;2;1;6;1;2;1;2;2;1;2;2;1;1;2; ;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;3;2;2;2;2;5;4;2;1;2;2;4;4;3;1;2;3;2;2;2;3;8;1;1;1;1
3482;1;538;,826625489530675;1970;48;7;1;1;1;1;2;2; ;4;1;1;4;2;2;40;2;2;0;0;0;0;1;5; ;9;2;1;1;3;1;3;1;3;2;1;1;1;1;2;1;2;1;2;2;4;2;1;2;2;2;2;2;2;2;2;1;1;2;3;1;1; ;1;1;1;1;2;1;10;1;2;2;2;1;1;1;1;1;1;2; ;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;3;3;2;2;1;1;2;4;2;4;3;2;1;1;0;4;4;4;1;2;2;2;2;3;3;9;1;1;2;1
3482;1;539;,826625489530675;1973;45;7;1;1;1;1;2;2; ;4;1;1;12;2;2;37;2;2;0;0;0;0;2; ; ;8;4;2;1;1;1;2;2; ;1;3;2;2;2;1;2;3;2;2;2;2;4;2;2;2;2;2;2;2; ;2;2;1;1;1;1;2;1;1;1;2;1;2;1;5;2;2;2;2;2;2;1;1;2;2;1;HR, rekrytointi, peryhdytt?minen ja verkosto ty?t;2;2;1;2;1;1;1;1;1;1;1;2;1;2;2;1;3;3;2;4;1;1;2;3;4;5;4;2;1;2;7;4;4;4;2;3;4;3;3;3;3;7;1;1;2;2
3482;1;540;1,35860587321793;1994;24;2;1;1;1;3;7;3; ;2;1;1;1;2;2;40;1;2;6;0;27;0;2; ; ;3;1;1;1;1;1;2;2; ;3;1;1;2;3;2;2;1;2;1;2;4;2;1;2;3;2;2;2;2;2;2;1;1;1;2;1;2;1;2; ;1;1;2;1;2;2;2;2;2;1;2;1;1;1;1;2; ;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;3;2;2;3;3;1;1;5;4;5;1;2;1;1;2;3;4;2;2;2;3;1;2;2;1;10;1;2;3;2
3482;1;541;,81026848353523;1979;39;5;1;1;1;1;2;2; ;4;1;1;3;2;2;38;2;2;0;0;0;0;2; ; ;9;2;1;1;3;1;2;1;2;2;3;3;2;3;1;2;4;2;3;2;2;2;1;3;3;3;3;1;2;3;3;2;3;1;3;1;1; ;1;1;2;1;3;1;4;2;2;2;2;2;2;2;2;1;2;2; ;1;1;1;2;2;1;1;1;2; ; ; ; ; ; ;1;3;2;2;4;3;1;4;4;5;4;3;4;1;1;9;4;4;3;1;3;3;4;3;4;4;10;1;1;2;2
3482;1;542;1,19467157067184;1987;31;4;1;1;1;3;9;3; ;2;1;1;6;1;1;38;2;2;0;0;0;0;2; ; ;4;1;1;1;3;1;1;1;3;3;3;1;1;2;1;2;1;2;1;1;4;2;1;2;2;2;2;2;2;2;2;2;1;1;1;1;2;1;3; ;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;2;2;2;1;1;1;2; ; ; ; ; ; ;1;1;1;2;1;4;2;2;5;2;5;3;3;2;2;5;4;4;3;1;3;4;3;2;2;3;5;1;1;2;1
3482;1;543;1,11393901371711;1985;33;4;1;1;1;1;2;1; ;3;1;1;1;2;2;37;2;2;0;0;0;0;2; ; ;10;3;2;3; ;2; ;2; ;3;2;1;1;2;2;2;2;2;3;3;2;3;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;1;1;1;1;2;1;1;2;2;2;2;2;2;1;2;1;2;2; ;2;2;2;2;2;2;1;1;2; ; ; ; ; ; ;1;2;3;1;3;1;2;2;5;5;5;4;3;1;1;2;4;4;3;1;3;3;3;3;3;3;8;4;1;3;2
3482;1;544;,901166838738508;1974;44;6;1;1;1;1;2;3; ;2;1;1;15;2;2;40;1;2;2;0;9,2;0;2; ; ;6;1;2;3; ;1;3;1;2;3;1;1;1;1;2;1;1;1;2;2;4;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;1;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;1;1;2;1;2;1;2; ; ; ; ; ; ;1;3;1;3;2;3;2;2;4;4;5;4;2;2;2;2;4;4;4;1;3;3;3;2;3;2;9;1;2;1;2
3482;1;545;,87914606897817;1963;55;9;1;1;1;3;7;3; ;1;1;1;24;2;2;40;2;2;0;0;0;0;2; ; ;2;2;3;2; ;2; ;2; ;3;5;2;2;2;2;2;2;3;5;3;3;2;1;2;2;3;2;2;3;2;2;1;1;1;1;1;1; ;2; ;1;2;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;4;2;2;2; ; ; ; ; ; ;2;3;2;1;2;2;1;2;5;4;5;1;3;3;3;0;1;4;4;2;3;3;3;3;3;3;8;2;4;2;2
3482;1;546;1,19467157067184;1991;27;3;1;1;1;3;7;3; ;1;1;1;0;2;2;38;2;2;0;0;0;0;2; ; ;4;3;2;2; ;2; ;2; ;2;2;2;1;4;4;4;1;4;3;3;4;4;1;2;2;2;2;2;2;2;2;1;1;2;2;3;1; ;1;1;1;1;3;1;1;2;2;2;2;2;2;1;2;1;1;2; ;1;1;1;1;1;1;1;1;2; ; ; ; ; ; ;1;3;3;1;2;4;1;2;5;3;5;1;2;1;1;10;3;4;4;1;1;3;2;2;2;1;8;1;1;2;2
3482;1;547;1,23388559547971;1986;32;4;1;1;1;2;3;3; ;1;1;1;11;2;2;38;2;2;0;0;0;0;2; ; ;7;1;1;1;2;1;2;1;3;2;2;1;1;1;1;1;1;1;2;1;2;3;1;2;2;2;2;2;2;2;2;1;1;2;1;1;1; ;2; ;1;1;2;1;2;2;2;2;2;1;2;1;1;1;2;1;juridiikkaa;1;1;1;2;2;1;1;1;2; ; ; ; ; ; ;1;3;2;3;3;3;1;1;2;2;5;2;2;2;2;1;4;4;4;1;3;3;2;2;2;2;8;1;1;1;1
3482;1;548;,891001040489962;1980;38;5;1;1;1;3;7;3; ;2;1;1;12;2;2;40;2;2;0;0;0;0;1;10; ;7;2;3;2; ;3; ;3; ;3;1;1;2;2;4;1;1;2;2;2;4;5;1;2;2;2;2;3;2;2;2;1;1;1;1;1;2;2;3; ;3;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;2;2;3;1;2;2; ; ; ; ; ; ;2;3;2;2;4;4;2;2;5;3;5;2;3;2;2;3;4;4;4;2;3;3;2;2;2;3;9;2;5;4;2
3482;1;549;,859377922797818;1965;53;8;1;1;1;1;1;1; ;3;2;1;0;2;2;45;2;2;0;0;0;0;2; ; ;7;2;2;1;1;2; ;2; ;3;2;1;4;2;2;1;2;1;2;2;2;3;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;2; ;2;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1;1;1;1;1;1;2;1;2;1;3;3;3;2;4;1;3;2;2;3;4;2;2;2;0;4;4;4;3;2;4;2;2;3;3;8;1;1;2;1
3482;1;550;,891001040489962;1975;43;6;1;1;1;3;9;3; ;2;1;1;5;2;2;37;1;2;2;0;9,2;0;2; ; ;3;1;2;2; ;2; ;2; ;1;2;2;1;3;2;2;2;3;2;2;2;4;1;2;2;3;3;2;2;2;1;1;2;2;1;1;2;2;1;2;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;2;2;1;1;2;2;2; ; ; ; ; ; ;2;2;3;3;3;1;2;1;5;1;1;1;1;1;1;3;4;4;3;1;3;3;5;2;2;1;8;1;1;4;2
3482;1;551;1,19467157067184;1984;34;4;1;1;1;3;7;3; ;1;1;1;10;2;1;40;2;2;0;0;0;0;2; ; ;5;3;1;1;3;1;3;2; ;2;2;2;3;2;2;2;2;5;2;2;5;3;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1; ;1;1;2;1;2;1;1;2;2;2;2;2;2;1;1;1;1;1;tulity?kurssi;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ;1;3;3;2;3;3;2;3;5;3;5;2;3;1;3;0;2;2;3;3;3;3;3;2;3;3;6;1;2;3;2
3482;1;552;1,14298724027643;1986;32;4;1;1;1;2;3;3; ;2;1;1;1;2;2;38;2;2;0;0;0;0;2; ; ;8;1;2;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;2;2;2;1;2;2;2;1;1;2;2;1;2;1;1;1;1;1;2;1;12;2;2;1;1;2;2;1;1;1;1;2; ;1;1;1;2;1;1;1;3;1;1;1;1;1;1;2;1;3;3;3;3;1;1;2;2;4;5;3;2;1;2;5;4;4;3;2;3;3;2;3;3;4;8;1;2;3;2
3482;1;553;,81026848353523;1974;44;6;1;1;1;1;2;3; ;2;1;1;0;2;2;40;2;2;0;0;0;0;2; ; ;2;1;2;1;3;2; ;1;1;3;2;2;2;3;1;2;2;1;1;1;3;3;2;2;2;2;2;3;3; ;2;1;1;1;1;1;2;2;1;1;2;1;2;1;2;2;2;2;2;2;1;2;1;1;2;2; ;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;3;3;2;3;2;2;2;3;2;4;4;3;1;2;1;3;3;3;2;3;2;2;3;2;1;7;1;1;2;2
3482;1;554;,907358046485407;1970;48;7;1;2;1;3;5;2; ;4; ; ; ;2; ; ; ; ; ; ;0;0; ; ; ;1;3;2;2; ;2; ;2; ;1;3;3;4;4;2;3;4;2;4;4;1;4;2;2;1;1;2;3;2; ;3;1;3;1;1;1;2;1;1;1;1;1;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;1;2;1;3;2;2;2; ; ; ; ; ; ;1;3;4;4;4;4;2;2;5;2;4;2;1;3;3;10;3;1;4;6;3;5;5;3;5;5;2;1;4;3;2
3482;1;555;,901166838738508;1979;39;5;1;1;1;1;2;3; ;1;1;1;11;2;2;45;2;2;0;0;0;0;2; ; ;6;1;2;2; ;1;2;1;2;2;1;2;2;2;2;3;1;1;1;1;4;3;1;2;2;2;2;2;2;1;2;1;1;1;1;1;2;1;1;1;2;1;1;1;2;2;2;1;2;1;2;1;1;1;1;2; ;1;1;1;2;1;1;1;1;2; ; ; ; ; ; ;1;3;2;3;3;2;1;1;2;2;5;4;3;2;1;1;4;4;2;1;3;4;3;3;3;3;8;1;2;1;1
3482;1;556;1,20483736892038;1989;29;3;1; ; ; ; ; ; ;9; ; ; ; ; ; ; ; ; ; ;0;0; ; ; ;1;3;1;1;3;1;2;2; ;4;2;2;1;3;1;2;2;1;2;3;3;3;2;2;2;2;2;2;2; ;2;1;1;1;3;2;2;2;1;1;1;1;3;1;2;2;2;1;2;1;2;2;2;1;2;2; ;2;1;1;2;2;1;1;2;2; ; ; ; ; ; ;1;3;2;1;2;1;1;3;1;2;5;4;3;1;1;0;4;4;4;1;3;3;2;2;1;2;9;1;1;2;1
3482;1;557;,889311867226716;1959;59;9;1;1;2; ;2;3; ;2; ;1;0; ; ;40; ; ; ; ;0;0;2; ; ;1;2;2;2; ;1;3;1;1;3;1;1;2;2;1;1;1;1;5;1;4;2;2;3;3;3;3;3;3; ;3;1;1;1;1;1;2;1;2; ;1;3;2;1;2;1;2;2;2;2;2;1;2;1;2;2; ;2;1;1;2;2;1;1;1;2; ; ; ; ; ; ;2;3;1;1;1;1;1;3;1;3;2;3;2;3;2;0;4;4;4;2;3;3;5;1;3;3;9;1;1;2;1
3482;1;558;,81026848353523;1979;39;5;1;1;1;1;2;1; ;3;1;1;10;2;2;39;2;2;0;0;0;0;2; ; ;7;1;1;1;3;1;2;1;3;3;3;2;1;2;2;3;2;3;2;3;1;4;1;2;2;2;2;1;1;2;2;1;1;1;1;1;1; ;1;1;3;1;2;1;3;2;2;2;2;2;2;2;1;2;2;2; ;2;1;1;2;2;2;1;2;1;2;1;1;2;2;2;1;3;3;3;3;2;1;3;2;4;4;3;2;1;2;0;4;4;3;1;3;3;3;3;3;3;7;1;2;3;2
