fsd_no;fsd_vr;fsd_id;tb_paino;Syvu;ika;ika5;sukup;tyvo;lammas;sose;lisco_1;ltytyy;toimi2;toimi;tysuhpy;taikao;tsuhaika;vuokraty;vuoro;saanai;ylipa;ylipato;ylitunn;ylipatot;ylitu;pylitu;sivutyo;sivutunn;svuokra;K2;K3;K5_9;K41a;K41A_1;K41B;K41B_1;K41C;K41C_1;K21C_1;K21C_4;K21C_5;K21C_6;K26_1;K26_2;K26_3;K20B_1;K20B_2;K20B_3;K20B_5;K20B_6;K20B_7;K32A;K33_1;K33_2;K33_3;K33_4;K33_5;K33_7;K33_6;K33_8;K9A_07;K9A_07c;K9A_07B;K9A_09b;K9A_10b;K13_1;K13_2;K22_6;K22_8;K22_10;K20a_02;K20a_09;K21B_1;K21B_2;K51A;K51B;K51C;K51D;K51E;K51F;K51G;K51H;K51I;K51J;K51K;K51K_muu;K52a;K52b;K52c;K21B_30;K53;K21B_4;K46a;K46b;K47;K47_1;K47_2;K47_4;K47_5;K47_6;K47_7;K48;K50;K11A_1;K11A_2;K11A_3;K11A_4;K42E;K42A;K43A;K43E;K43G;K21C_8;K21C_9;K28A;K28B;K32;K22_1;K22_2;K22_3;K23;K24;K25_1;K25_4;K25_6;K25_7;K25_8;K25_9;K54a;K54b;K54c;K40
3482;1;1376;1,25167303130042;1986;32;4;2;1;1;2;5;3; ;2;1;1;3;2;1;39;2;2;0;0;0;0;2; ; ;5;2;2;2; ;2; ;1;2;4;3;2;1;2;3;4;3;3;2;1;2;3;1;2;2;2;2;1;1;2;2;2;1;2;3;3;1; ;1;1;1;2;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;1;1;3;1;2;2; ; ; ; ; ; ;2;3;3;1;1;4;2;1;5;4;5;1;1;2;1;3;4;4;4;1;2;3;2;2;3;3;7;1;3;3;2
3482;1;1377;1,29566075208391;1994;24;2;2;1;1;1;2;2; ;4;1;1;0;2;2;39;2;2;0;0;0;0;2; ; ;3;4;1;1;3;3; ;2; ;2;2;3;1;4;3;3;3;2;3;3;2;3;1;2;2;2;2;2;2;2;2;1;1;1;9;1;1; ;1;2;1;1;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;1;2;1;2;2; ; ; ; ; ; ;1;3;4;4;4;4;1;2;5;4;4;3;3;2;1;5;3;4;4;1;3;4;9;3;3;9;99;1;4;3;2
3482;1;1378;,844412925351389;1966;52;8;2;1;1;1;2;3; ;2;1;1;3;2;2;45;2;2;0;0;0;0;2; ; ;4;3;2;1;1;2; ;2; ;2;3;2;2;3;2;3;2;2;3;3;1;3;2;2;2;1;2;2;2; ;2;2;2;2;1;1;1; ;2; ;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;1;2;1;2;2; ; ; ; ; ; ;1;3;3;2;3;2;2;2;5;2;1;4;1;1;3;7;3;3;3;2;3;3;2;3;2;4;2;1;2;3;1
3482;1;1379;,873461151910714;1971;47;7;2;1;1;2;3;1; ;3;1;1;18;2;2;40;2;2;0;0;0;0;2; ; ;6;1;2;2; ;1;3;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1;1;1;2;1;3;1;10;2;2;1;2;1;2;1;2;2;1;2; ;2;1;1;2;1;2;1;2;1;1;1;1;2;2;1;1;3;3;3;2;2;1;2;2;4;4;4;3;1;2;0;4;4;2;2;3;4;3;3;4;3;8;1;1;1;1
3482;1;1380;1,41560733384651;1998;20;2;2;1;1;2;3;3; ;1;2;1;0;2;2;40;2;2;0;0;0;0;2; ; ;7;2;2;3; ;3; ;1;1;3;1;1;2;2;1;1;1;1;2;1;5;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;1;1;1;3;2;1;2;1;2;2;1;2;2;1;1;1;1;2; ;1;1;1;2;1;2;1;1;2; ; ; ; ; ; ;1;3;3;3;4;3;1;2;5;5;5;4;4;1;1;3;4;3;2;1;2;3;2;2;2;3;9;1;2;1;2
3482;1;1381;1,05874656963258;1969;49;7;2;1;1;2;3;1; ;3;1;1;27;2;2;37;2;2;0;0;0;0;2; ; ;9;3;3;1;3;1;3;2; ;3;2;3;1;2;2;2;2;3;3;2;3;3;2;2;2;2;2;2;3; ;2;2;2;1;1;1;1; ;1;1;3;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;3;2;2;2; ; ; ; ; ; ;1;3;3;2;3;2;2;2;4;5;5;3;3;2;2;5;4;2;2;3;4;4;4;3;2;4;8;5;2;5;2
3482;1;1382;,857104145915268;1975;43;6;2;1;1;2;3;2; ;4;2;1;3;2;2;39;2;2;0;0;0;0;2; ; ;6;1;2;1;2;2; ;2; ;3;4;4;4;3;2;1;4;2;2;2;1;2;1;2;2;2;2;1;2;2;1;2;2;2;1;1;1; ;1;2;2;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;1;1;1;1;1;2; ; ; ; ; ; ;1;2;3;3;3;2;1;2;4;4;5;3;2;2;2;15;3;3;2;2;2;3;4;2;2;2;6;1;2;3;2
3482;1;1383;,844412925351389;1966;52;8;2;1;1;1;2;3; ;2;1;1;6;2;2;38;2;2;0;0;0;0;2; ; ;5;2;2;2; ;2; ;1;1;3;1;1;2;2;1;2;1;2;2;2;3;1;2;2;2;2;2;2;3; ;2;2;1;1;1;1;1; ;1;1;1;1;2;1;6;1;2;2;2;1;1;1;1;1;2;2; ;2;1;1;1;1;1;1;2;1;1;1;1;1;2;2;1;3;3;1;4;3;1;2;3;5;5;3;2;1;2;2;4;4;2;2;3;2;2;1;3;3;7;1;3;3;2
3482;1;1384;,936147529606754;1958;60;10;2;1;1;2;5;2; ;4;1;1;5;2;1;39;2;2;0;0;0;0;2; ; ;6;3;1;1;1;1;1;1;2;1;3;3;1;3;2;2;3;1;3;2;3;4;1;2;2;2;3;1;1;2;2;2;2;2;1;1;1; ;1;2;3;1;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1;1;2; ; ; ; ; ; ;2;2;3;3;3;3;2;1;5;4;5;1;2;3;2;22;4;4;4;2;3;4;4;4;4;4;7;1;1;1;2
3482;1;1385;1,16077467609714;1986;32;4;2;1;1;2;3;2; ;4;1;1;4;2;2;39;2;2;0;0;0;0;2; ; ;4;1;1;1;2;1;2;2; ;1;5;1;1;2;2;2;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;1;1;3;3;1;2;2;1;1;1;1;2;1;4;1;2;2;2;2;2;2;2;1;2;2; ;1;2;2;2;1;1;1;1;2; ; ; ; ; ; ;1;3;3;3;3;4;1;2;5;5;5;4;2;1;1;0;4;4;3;1;3;2;3;3;2;3;5;1;1;2;1
3482;1;1386;,865378387616599;1960;58;9;2;1;1;2;3;3; ;2;2;1;0;2;2;38;2;2;0;0;0;0;2; ; ;7;1;3;3; ;2; ;2; ;2;3;3;3;3;2;2;3;2;3;5;2;2;1;2;2;2;2;1;3;2;2;2;9;9;9;1;2;1;1;1;2;1;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;2;1;2;2; ; ; ; ; ; ;1;3;3;3;3;1;1;2;2;2;4;4;4;1;1;2;3;3;3;3;4;3;3;3;4;4;99;1;1;2;2
3482;1;1387;1,41560733384651;1994;24;2;2;1;1;2;5;3; ;2;1;2;0;2;1;21;2;2;0;0;0;0;2;0;1;3;1;1;1;3;1;3;2; ;2;1;1;1;2;1;2;2;2;1;2;3;2;2;2;2;2;2;2;2; ;2;2;1;9;3;1;2;2;1;1;1;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;1;1;1;2;2; ; ; ; ; ; ;2;3;2;3;2;3;2;2;5;4;5;1;2;2;3;10;4;4;4;1;3;3;3;3;3;1;8;2;2;5;2
3482;1;1388;,836330161057274;1960;58;9;2;1;1;1;2;2; ;4;1;2;0;2;2;20;2;2;0;0;0;0;2; ; ;99;1;1;3; ;3; ;3; ;1;1;5;1;2;2;2;1;5;5;1;5;4;1;3;2;2;3;3;3;3;3;1;1;1;1;1;2;2;2; ;3;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;1;1;1;2;1;1;2; ; ; ; ; ; ;1;3;1;2;4;1;2;5;5;5;4;3;2;1;1;0;4;4;2;1;2;3;3;1;1;3;7;2;5;2;2
3482;1;1389;1,16077467609714;1984;34;4;2;1;1;2;5;3; ;2;1;1;12;2;1;30;2;2;0;0;0;0;2; ; ;6;3;1;1;3;1;2;1;2;3;1;1;2;2;1;2;1;1;1;1;3;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;3; ;2;1;3;1;1;2;2;1;2;2;1;1;2;1;1;2; ;2;1;1;2;1;1;1;2;2; ; ; ; ; ; ;2;2;3;3;1;2;2;1;5;3;5;3;3;1;1;5;4;3;3;2;3;3;3;3;3;3;8;1;1;2;2
3482;1;1390;,857104145915268;1979;39;5;2;1;1;2;3;3; ;2;1;1;3;2;2;50;2;2;0;0;0;0;2; ; ;1;2;2;2; ;2; ;2; ;2;2;1;2;2;2;2;2;1;2;2;3;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;1;1;2;1;4;2;2;1;2;1;1;1;2;1;2;2; ;2;1;2;2;2;1;1;2;1;1;1;1;2;1;1;2;3;2;1;1;2;1;2;2;4;5;2;2;2;2;0;3;3;3;2;3;3;3;3;3;4;8;2;2;2;1
3482;1;1391;1,25167303130042;1989;29;3;2;1;1;2;4;3; ;2;1;1;5;2;2;38;2;2;0;0;0;0;2; ; ;2;2;1;2; ;2; ;2; ;3;2;2;3;3;2;2;1;2;1;1;3;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;2;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;1;1;2;1;1;1;1;1;2;2;2;2;1;3;3;2;2;3;2;3;4;4;4;4;3;1;1;0;3;3;3;2;3;3;3;3;3;2;8;1;2;2;2
3482;1;1392;1,41560733384651;1994;24;2;2;1;1;2;5;2; ;4;2;2;4;2;1;8;2;2;0;0;0;0;2; ; ;2;2;1;1;2;1;2;1;2;2;3;1;1;4;2;1;4;2;1;2;1;3;1;1;1;2;2;1;1;1;1;2;1;2;3;2;1; ;1;1;1;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;2;1;1;2; ; ; ; ; ; ;2;3;4;3;2;3;1;1;5;4;5;1;2;2;2;1;4;3;3;1;2;3;3;3;2;4;6;1;2;2;2
3482;1;1393;,828055919355944;1974;44;6;2;1;1;1;2;1; ;3;1;2;7;2;2;30;2;2;0;0;0;0;2; ; ;3;2;2;2; ;2; ;2; ;2;2;2;2;4;2;2;2;2;3;3;3;5;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;3;1;3;1;4;2;2;2;2;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;1;3;4;1;3;2;1;2;2;4;4;4;2;1;1;2;3;3;3;2;3;3;3;3;3;3;8;1;3;2;2
3482;1;1394;1,5099943963651;1997;21;2;2;1;1;2;5;3; ;2;1;1;2;2;1;50;2;2;0;0;0;0;2; ; ;3;1;2;2; ;1;2;1;2;2;1;1;1;1;2;1;2;1;2;1;3;3;1;2;2;2;2;2;2;2;2;1;1;3;1;1;2;2;1;1;1;1;2;1;1;2;2;2;2;2;1;2;2;1;2;1;tulevaa liiketoimintaa;1;1;2;2;1;1;1;1;1;1;1;1;2;1;1;1;2;3;1;1;3;2;1;4;2;1;2;1;2;2;0;4;4;1;1;2;4;2;1;2;1;10;1;1;2;1
3482;1;1395;1,5099943963651;1997;21;2;2;1;1;2;4;3; ;2;2;1;0;2;2;38;2;2;0;0;0;0;2; ; ;5;2;2;1;3;2; ;2; ;4;1;1;1;2;2;2;2;2;2;2;4;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;1;1;1;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;2;1;1;2;2;2; ; ; ; ; ; ;1;3;3;3;3;4;2;2;5;4;5;4;4;1;1;2;4;4;4;2;2;3;3;2;2;3;8;1;1;3;2
3482;1;1396;,936147529606754;1960;58;9;2;1;1;2;5;2; ;4;1;1;24;2;2;39;2;2;0;0;0;0;2; ; ;4;2;1;1;3;1;3;2; ;1;3;2;1;2;2;2;2;1;2;1;2;2;1;2;2;2;2;2;2;2;1;2;1;2;1;1;1; ;1;2;1;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;1;1;1;2; ; ; ; ; ; ;2;3;2;3;2;2;2;1;5;4;4;2;2;2;2;22;4;4;4;1;3;5;3;5;4;4;8;1;1;1;2
3482;1;1397;1,16077467609714;1992;26;3;2;1;1;2;3;2; ;4;1;1;3;2;1;39;1;2;3;0;13,2857142857143;0;2; ; ;7;2;1;2; ;1;2;2; ;2;2;2;1;3;2;2;1;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;1;1; ;2; ;2;1;3;1;1;2;2;2;2;2;2;1;2;1;1;2; ;2;1;1;2;2;1;1;2;2; ; ; ; ; ; ;2;3;4;3;3;3;2;1;5;3;5;2;2;2;2;3;4;4;4;1;3;3;3;2;3;3;8;2;2;3;2
3482;1;1398;1,37639330903864;1998;20;2;2;1;1;3;7;3; ;1;1;1;2;2;2;40;2;2;0;0;0;0;2; ; ;5;1;1;2; ;2; ;2; ;1;2;1;1;1;1;2;1;1;2;3;3;1;2;1;1;2;2;2;2; ;2;1;1;2;1;1;2;2;2; ;1;2;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;3;2;2;2; ; ; ; ; ; ;2;3;4;1;1;4;1;2;5;4;5;1;4;2;1;10;4;4;2;1;3;3;3;3;3;2;9;1;4;2;2
3482;1;1399;,844412925351389;1965;53;8;2;1;1;1;2;1; ;3;1;1;27;2;2;45;2;2;0;0;0;0;2; ; ;7;2;2;2; ;1;1;1;1;2;2;1;1;2;2;1;1;1;1;1;3;3;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;2; ;1;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;1;1;2;1;1;2;1;1;1;1;1;2;1;1;3;3;2;3;3;2;2;5;3;2;4;1;2;2;5;4;4;4;1;3;2;1;1;2;3;10;1;1;2;2
3482;1;1400;,844412925351389;1967;51;8;2;1;1;1;1;2; ;4;1;1;21;2;2;40;2;2;0;0;0;0;2; ; ;5;2;1;2; ;1;2;1;2;2;2;2;1;3;2;2;3;2;3;2;2;1;1;2;2;1;2;2;2;2;2;2;2;2;3;1;1; ;2; ;2;1;3;1;4;2;2;2;2;1;2;1;1;1;2;2; ;2;1;2;2;2;1;1;2;2; ; ; ; ; ; ;1;3;3;3;3;3;1;2;5;2;4;3;2;2;2;1;4;4;4;1;3;3;3;3;4;4;8;1;1;2;2
3482;1;1401;,948002501118546;1981;37;5;2;1;1;2;5;3; ;2;1;1;7;2;1;38;2;2;0;0;0;0;2; ; ;3;2;1;1;3;1;2;1;2;1;1;2;1;3;1;1;1;1;1;1;4;2;1;2;2;2;2;2;2;2;2;2;1;2;2;1;1; ;1;1;1;1;2;1;2;1;2;2;2;2;1;1;1;1;1;2; ;1;1;1;2;1;1;1;2;2; ; ; ; ; ; ;1;3;3;4;3;4;2;2;5;2;4;2;3;2;1;10;4;4;4;1;3;3;1;1;3;2;8;1;1;5;1
3482;1;1402;1,37639330903864;1998;20;1;2;3;1;3;9;3; ;2; ; ; ;2; ; ; ; ; ; ;0;0; ; ; ;6;1;2;1;2;1;2;1;2;2;1;2;3;3;2;2;2;1;2;1;2;2;1;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;1;1;1;1;2;1;1;2;2;2;2;1;2;1;1;1;2;1;Asiakaspalvelutaidon kehitt?mist?;1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;1;3;3;3;3;3;2;1;5;2;5;1;2;2;2;0;1;3;2;2;4;2;2;2;3;4;4;1;1;3;1
3482;1;1403;,935311280554667;1966;52;8;2;1;1;1;2;2; ;4;1;1;26;2;2;38;2;2;0;0;0;0;2; ; ;8;3;3;1;2;1;1;1;1;1;4;4;3;3;4;3;4;2;4;2;1;4;1;2;1;2;2;1;1;3;1;1;3;2;2;1;1; ;2; ;3;2;4;1;5;1;2;2;2;2;2;1;2;1;2;2; ;2;1;1;1;1;3;1;1;1;1;1;1;1;2;1;1;3;4;3;3;4;1;2;1;4;4;3;1;2;2;60;3;3;4;4;2;5;3;3;3;5;3;1;1;2;2
3482;1;1404;,908788476310676;1979;39;5;2;1;1;3;6;3; ;2;2;1;0;2;2;39;2;2;0;0;0;0;2; ; ;6;2;2;2; ;2; ;2; ;2;3;4;4;2;2;3;3;2;3;3;2;3;1;2;2;2;2;1;2;2;2;1;2;2;1;1;2;2;2; ;1;2;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;2;2;2;1;2;2; ; ; ; ; ; ;2;3;1;1;4;4;2;4;5;5;5;2;3;1;1;4;4;4;4;1;3;3;3;3;3;3;6;1;4;4;2
3482;1;1405;,816200947844152;1957;61;10;2;1;1;1;2;1; ;3;1;1;30;2;2;36;2;2;0;0;0;0;2; ; ;4;2;2;1;2;2; ;1;2;3;2;2;2;2;2;2;2;2;2;3;3;2;2;2;1;2;2;2;2; ;2;1;1;1;1;1;1; ;1;2;2;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;2;1;2;2; ; ; ; ; ; ;1;2;3;3;3;3;2;2;2;4;5;3;3;2;2;2;4;4;3;4;3;3;3;3;3;3;8;1;2;3;2
3482;1;1406;,865378387616599;1961;57;9;2;1;1;2;3;3; ;2;1;1;13;2;2;40;2;2;0;0;0;0;2; ; ;5;1;1;2; ;1;2;2; ;2;2;2;2;2;1;1;2;2;1;2;4;2;2;2;2;2;2;2;3; ;2;1;1;1;1;1;2;1;1;1;1;1;2;1;12;2;2;1;2;1;1;1;1;1;2;2; ;2;1;1;1;2;1;1;2;2; ; ; ; ; ; ;1;3;3;2;2;2;1;3;4;4;5;4;3;1;1;6;4;3;3;2;3;3;3;2;3;2;8;1;1;2;1
3482;1;1407;,828055919355944;1974;44;6;2;1;1;1;2;2; ;4;2;1;0;2;2;30;2;2;0;0;0;0;2; ; ;5;4;3;1;3;2; ;2; ;4;2;2;2;4;2;4;2;3;2;3;2;2;2;2;2;2;2;1;1; ;2;2;1;2;3;3;1; ;2; ;3;2;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;1;2;2;1;1;1;1;1;2;2;2;2;1;3;4;3;3;4;2;1;4;4;3;4;2;3;3;30;4;4;4;2;3;4;3;3;3;3;5;1;1;1;2
3482;1;1408;,828055919355944;1975;43;6;2;1;1;1;2;2; ;4;1;1;7;2;2;38;2;2;0;0;0;0;2;0; ;6;2;2;1;3;2; ;2; ;4;2;3;4;4;2;2;3;1;3;3;2;2;1;2;2;1;2;2;2;2;2;2;2;1;3;1;1; ;2; ;2;2;3;1;4;2;2;2;2;2;2;2;2;1;2;2; ;1;1;1;1;1;3;2;2;1;1;1;1;2;2;2;1;3;4;4;3;4;2;1;5;4;3;3;2;3;2;0;3;4;2;1;3;3;2;2;3;3;8;1;1;1;2
3482;1;1409;1,41560733384651;1994;24;2;2;1;1;2;3;3; ;1;2;1;0;2;2;40;2;2;0;0;0;0;2; ; ;4;2;2;2; ;2; ;1;3;3;3;1;1;2;1;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;1;1;1;2;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;2;1;1;1;2;2; ; ; ; ; ; ;2;3;1;2;1;1;2;2;5;5;5;3;3;1;1;2;4;4;4;1;3;3;3;3;2;1;8;1;2;2;2
3482;1;1410;1,13172644953782;1985;33;4;2;1;1;1;2;1; ;3;2;1;1;2;2;40;2;2;0;0;0;0;2; ; ;9;2;2;3; ;1;2;2; ;1;2;2;2;3;1;1;2;1;2;2;3;2;1;2;2;2;2;2;2;2;2;1;2;1;1;1;1; ;1;3;1;2;3;1;1;2;2;2;2;1;2;1;2;2;2;2; ;2;1;1;2;1;1;2;2;2; ; ; ; ; ; ;2;3;1;1;3;1;1;4;1;4;1;4;3;1;1;5;4;3;4;1;2;2;2;2;2;3;8;1;2;4;2
3482;1;1411;1,25167303130042;1984;34;4;2;1;1;2;3;3; ;2;1;1;0;2;2;50;2;2;0;0;0;0;2; ; ;2;2;2;2; ;2; ;2; ;2;2;1;1;9;2;1;1;1;1;1;4;4;2;2;2;2;2;2;2; ;2;1;1;9;1;1;2;2;2; ;1;2;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;2;1;1;1;1;1;1;1;2;1;2;1;1;2;3;3;1;3;4;1;1;5;1;1;1;4;1;1;0;4;4;4;1;2;4;2;2;3;2;6;1;1;1;1
3482;1;1412;,925145482306121;1968;50;8;2;1;1;3;5;3; ;2;1;1;12;2;2;37;2;2;0;0;0;0;2; ; ;3;2;1;1;3;1;2;1;3;3;2;2;3;1;1;1;2;2;2;2;3;2;1;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;1;1;2;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;1;1;1;1;1;1;1;1;1;2;1;3;3;3;3;3;2;1;5;4;5;2;3;2;1;0;3;4;3;1;3;3;3;3;3;3;8;1;1;2;2
3482;1;1413;1,13172644953782;1985;33;4;2;1;1;1;2;2; ;4;1;1;4;2;1;38;1;2;2;0;9,2;0;2; ; ;7;1;3;1;1;1;2;1;3;3;3;2;2;3;2;2;3;1;1;2;2;2;2;2;2;2;2;2;2; ;2;1;1;1;1;2;1; ;1;1;1;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2; ;2;2;1;2;2;3;1;1;2; ; ; ; ; ; ;1;3;3;3;4;3;2;2;4;5;5;4;3;1;1;1;4;4;4;2;3;3;3;3;3;4;7;1;3;2;2
3482;1;1414;,857104145915268;1980;38;5;2;1;1;2;5;3; ;2;1;2;0;2;1;26;2;2;0;0;0;0;1;14; ;3;1;1;1;3;2; ;2; ;3;2;2;2;4;3;2;1;2;2;1;4;1;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;2; ;2;1;3;1;2;2;2;2;2;2;1;2;2;1;2;2; ;1;2;2;2;2;1;1;2;1;1;2;1;2;1;1;2;3;3;4;4;4;2;4;5;4;5;2;4;1;1;4;4;4;4;1;3;3;3;3;3;2;9;4;3;3;2
3482;1;1415;,865378387616599;1959;59;9;2;1;1;2;3;2; ;4;2;1;0;2;2;40;1;2;3;0;13,8;0;2; ; ;6;4;3;1;3;1;1;2; ;5;2;1;4;2;1;1;2;1;1;1;5;5;1;2;2;2;2;3;3;2;2;1;1;9;1;1;1; ;1;1;1;3;4;1;10;1;2;2;2;2;2;2;2;1;2;2; ;1;1;1;2;2;1;1;1;2; ; ; ; ; ; ;1;3;3;2;4;1;2;1;4;5;5;4;4;1;1;0;4;4;4;4;2;3;3;2;3;3;9;1;1;2;2
3482;1;1416;,828055919355944;1978;40;6;2;1;1;1;2;3; ;2;1;1;17;2;2;38;2;2;0;0;0;0;2; ; ;11;4;3;1;3;1;3;1;2;3;2;2;2;1;2;1;2;1;2;1;3;2;1;2;2;2;2;3;2;2;2;2;2;9;9;1;1; ;1;1;1;1;3;1;12;2;2;1;2;1;2;1;1;2;2;2; ;2;1;1;1;1;2;1;1;2; ; ; ; ; ; ;1;3;2;2;2;2;1;2;2;5;5;4;3;1;1;10;4;3;1;1;3;3;3;3;3;2;7;1;1;2;2
3482;1;1417;,844412925351389;1972;46;7;2;1;1;1;2;2; ;4;1;1;8;2;2;32;2;2;0;0;0;0;1;3;2;4;2;2;1;3;2; ;2; ;2;2;2;3;2;1;2;2;1;2;2;3;3;2;2;2;2;2;2;2; ;2;2;1;1;1;1;1; ;1;1;1;1;3;1;7;2;2;2;2;1;2;1;2;1;2;2; ;2;1;1;2;1;2;1;1;2; ; ; ; ; ; ;1;3;3;3;3;3;1;2;3;3;3;3;2;1;1;0;4;4;3;2;3;3;2;2;3;3;7;1;2;2;2
3482;1;1418;,845249174403477;1954;64;10;2;1;1;2;3;2; ;4;2;1;8;2;1;21;2;2;0;0;0;0;2; ; ;2;3;2;3; ;1;2;3; ;2;2;1;2;2;1;1;2;1;2;1;5;1;1;2;3;2;2;3;3;2;2;1;1;1;9;1;1; ;3; ;1;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1;2;1;1;1;2;2;2;1;2;9;1;3;1;4;2;4;5;5;5;3;4;2;1;0;3;4;2;1;2;4;3;2;3;3;8;1;1;3;2
3482;1;1419;1,16077467609714;1985;33;4;2;1;1;2;3;3; ;2;1;1;8;2;2;38;2;2;0;0;0;0;2; ; ;6;1;2;1;2;2; ;2; ;2;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;1;1;1;1;2;1;3;2;2;2;2;2;2;1;2;2;2;2; ;2;2;1;2;2;1;1;1;1;1;1;2;2;1;2;1;3;2;1;2;2;2;4;3;4;5;4;2;2;2;5;4;4;4;3;3;3;2;2;2;2;9;2;2;3;2
3482;1;1420;,893590365123836;1971;47;7;2;1;1;2;5;3; ;2;1;1;13;2;1;28;1;2;2;0;9;0;2; ; ;11;1;1;1;3;1;2;1;2;3;2;2;2;2;2;3;2;2;3;3;3;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1; ;2; ;3;1;2;1;3;2;2;2;2;2;1;1;2;1;1;2; ;1;2;1;2;2;2;2;2;2; ; ; ; ; ; ;2;3;3;3;3;4;2;1;5;5;5;2;3;1;1;5;3;3;3;3;3;2;2;2;3;3;10;4;2;5;2
3482;1;1421;,816200947844152;1956;62;10;2;1;1;1;2;1; ;3;1;1;26;2;2;38;2;2;0;0;0;0;2; ; ;6;2;2;3; ;2; ;2; ;3;2;2;2;1;1;1;1;1;1;1;4;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;1;1;2;1;5;1;2;2;2;2;2;2;2;1;2;2; ;2;1;2;2;2;1;1;2;2; ; ; ; ; ; ;2;3;3;2;5;3;2;2;4;4;4;4;3;1;1;0;3;3;3;2;3;3;3;3;3;3;8;2;4;4;2
3482;1;1422;1,16077467609714;1985;33;4;2;1;1;2;3;1; ;3;1;2;6;2;2;29;2;1;0;2;0;9,2;2; ; ;6;4;2;1;2;1;1;1;1;2;1;2;2;1;1;2;2;1;1;2;3;3;1;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;1;1;1;1;3;1;10;1;2;2;2;2;2;2;2;1;2;2; ;1;1;1;2;1;1;1;2;2; ; ; ; ; ; ;1;3;2;2;4;2;2;1;2;4;5;4;2;1;1;5;4;4;4;2;3;4;3;2;2;4;9;1;1;1;2
3482;1;1423;1,16077467609714;1991;27;3;2;1;1;2;4;3; ;1;2;1;1;2;2;40;2;2;0;0;0;0;2; ; ;5;3;2;1;3;1;2;1;3;2;2;1;2;3;1;2;3;1;2;3;3;3;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;1;2;1;2;2;2;2;2;1;2;2;2;1;1;2; ;2;1;1;2;2;1;1;1;2; ; ; ; ; ; ;1;3;1;1;3;1;1;3;2;3;5;4;3;1;3;1;4;3;2;2;3;3;3;3;3;4;6;2;4;2;2
