fsd_no;fsd_vr;fsd_id;Syvu;ika;ika5;ika10;sukup;lisco2010_1;ltytyy_2012;toimi;palkansa;tysuhpy;taikao;tsuhaika;vuokraty;svuokra;sivutyo;sivutuni;vastaustapa;K2;K3;K62;K13_1;K13_2;K21c_4;K21c_5;K21c_10;K21c_11;K21c_12;K26_1;K26_2;K26_3;K20b_2;K20b_2a;K20b_5;K21b_1;K21b_2;K52c;K52a;K52b;K53;K63;K22_6;K22_8;K64;K42a;K43g;K43a;K43a_1;K43a_2;K43a_3;K20a_02;K20a_02a;K20a_09;K11a_1;K11a_2;K11a_3;K11a_4;K21b_4;K65;K47;K48;K66;K67;K67a;K67b_1;K67b_2;K67b_3;K67b_4;K67b_5;K67b_6;K67b_7;k67b_8;k67b_9;K9a_07;K9a_07c;K9a_07b;K9a_11;K9a_09b;K9a_10b;K21c_8;K21c_9;K28a;K28b;K32;K55;K56a;K56b;K56c;K56d;K57a;K57b;K57c;K57d;K69;K22_1;K22_2;K23;K68_1;K68_2;K68_3;K68_4;K68_5;K68_6;K68_7;K68_8;K40;tb_paino
3727;1,0;1029;1966;55;9;5;1;2;3;2;3;1;1;5;2; ;2; ;1;3;3;5;2;1;2;2;2;3;2;3;2;3;2;3;2;2; ;1;2;1;2;1;1;1;1;2;5;2;2;2;1;1;2;2;1;2;2;1;2;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;2;1;2;1;1;1;4;2;1;2;2;3;2;3;3;1;4;4;4;4;2;3;3;2;1;1;0;0;0;0;0;0;1;,5346133337731
3727;1,0;1030;1978;42;6;3;1;3;3;2;2;1;1;13;1; ;2; ;2;11;3;1;1; ;2;2;1;1;1;3;1;2;1;1;2;1;3;1;2;1;1;1;1;1;1;2;5;2;2;2;1;1;1;2;2;2;3;3;3;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;3;1;1;2;2;3;2;2;2;3;4;4;3;2;3;3;1;1;0;0;1;0;0;0;0;2;1,1249322498541
3727;1,0;1031;1963;58;9;5;1;2;3;2;3;1;1;14;2; ;2; ;1;11;2;5;1; ;1;1;1;1;1;1;1;1;2;2;2;2; ;1;2;1;1;1;1;1;1;3;4;2;1;2;1;1;1;2;2;2;3;1;3;1;1;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;4;3;1;1;0;3;2;2;2;2;4;3;4;4;2;1;3;3;1;1;0;0;0;1;0;0;2;,5346133337731
3727;1,0;1032;1971;49;7;4;1;3;3;1;2;1;1;12;2; ;2; ;1;11;3;1;1; ;2;2;2;2;3;3;1;2;2;2;2;2; ;2;2;2;2;2;1;1;2;2;2;3;2;2;3;1;1;2;3;3;2;2;2;1;2;1;3;2; ;0;0;0;0;0;0;0;0;0;2;1;1;1;1;1;4;1;2;3;0;4;4;4;4;3;2;3;4;3;2;3;3;3;1;0;0;1;0;0;0;0;1;,7782082019005
3727;1,0;1033;1962;59;9;5;1;7;3;1;1;1;1;43;2; ;2; ;1;7;3;1;2;1;2;2;2;2;2;3;3;3;3;3;3;2; ;2;2;2;2;2;1;1;1;1;5;5; ; ; ;1;2;3;3;2;3;4;3;1;2;2;2;2; ;0;0;0;0;0;0;0;0;0;2;1;1;4;1;1;2;3;2;1;70;1;2;3;2;1;4;3;2;4;3;3;3;4;0;1;0;0;0;0;0;0;2;,7606187382550
3727;1,0;1034;1958;63;10;5;1;3;3;2;2;1;1;35;2; ;2; ;2;6;2;1;2;1;2;2;2;2;2;2;1;3;2;2;2;2; ;1;2;2;2;1;1;1;1;3;5;5; ; ; ;1;2;3;2;1;1;1;2;1;1;1;3;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;4;4;2;1;20;1;2;3;2;1;3;4;4;3;2;4;4;1;1;0;0;1;0;0;0;0;2;,7115894835096
3727;1,0;1035;1976;45;7;4;1;2;2;4;3;1;1;1;2; ;2; ;2;10;3;5;2;2;1;3;1;1;2;2;1;1;1;1;2;1;5;1;1;1;1;1;1;1;1;4;5;2;2;2;2;1;1;3;2;2;2;2;3;1;1;1;3;2; ;0;0;0;0;0;0;0;0;0;1;1;2;1;2;1;4;3;2;1;20;3;1;2;2;1;4;4;4;4;1;4;4;1;1;0;0;1;0;0;0;0;1;,6384514981051
3727;1,0;1036;1971;50;8;4;1;1;3;2;3;1;1;3;2; ;2; ;1;9;1;5;4;1;1;2;2;1;1;2;1;2;1;2;1;1;2;1;2;1;1;1;1;1;1;3;4;1;2;3;1;1;1;2;2;2;3;1;2;1;2;1;3;1;1;0;0;0;0;0;1;0;0;0;4;4;1;1;1;1;4;3;1;1;2;2;3;1;2;2;4;3;3;4;2;4;4;1;1;0;0;0;0;0;0;0;1;,6198417751346
3727;1,0;1037;1960;61;10;5;1;2;1;3;3;1;1;32;2; ;2; ;1;9;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2; ;2;2;2;1;1;1;1;1;3;3;3;1;1;1;1;2;2;1;1;2;1;1;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;4;2;1;1;5;3;2;2;3;1;4;4;4;4;1;3;3;3;1;1;0;0;0;0;1;0;2;,6196298124332
3727;1,0;1038;1966;55;9;5;1;7;3;1;1;1;1;36;2; ;2; ;2;6;1;4;1; ;2;2;1;3;2;2;2;2;2;2;2;1;4;1;2;1;1;2;2; ;1;2;5;4;9;9;4;1;2;2;3;3;3;4;3;2; ; ; ;2; ;0;0;0;0;0;0;0;0;0;1;1;4;1;1;1;1;2;3;2;0;3;2;2;2;1;3;4;4;4;2;3;3;1;1;0;0;0;0;0;0;0;2;,9473477949048
3727;1,0;1039;1983;38;5;3;1;2;3;2;3;1;1;0;2; ;2; ;1;6;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2; ;2;2;2;1;2;2; ;1;1;5;1;1;1;1;1;1;2;2;1;2;1;2;1;2;1;3;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;1;1;1;0;3;3;1;2;2;5;5;4;5;1;3;3;2;1;1;1;1;1;0;0;0;2;,9403726083347
3727;1,0;1040;1986;35;5;3;1;3;1;3;2;1;1;10;2; ;2; ;2;11;2;5;2;1;2;2;3;3;3;3;2;3;2;3;3;1;5;1;2;1;2;2;1;1;2;2;3;2;3;3;3;1;2;3;3;3;3;3;3;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;2;2;1;1;1;1;4;1;2;4;30;4;4;2;3;3;2;3;3;3;2;3;3;2;1;1;1;1;1;1;0;0;1;1,0553826350095
3727;1,0;1041;1971;50;8;4;1;2;3;2;3;2;1;1;2; ;2; ;2;5;1;1;1; ;2;1;2;1;2;2;1;1;1;1;1;1;8;1;2;1;1;2;1;1;2;3;4;2;3;3;2;1;1;3;3;3;2;1;3;1;1;1;2;2; ;0;0;0;0;0;0;0;0;0;2;1;1;1;1;1;3;2;2;2;2;4;3;2;4;2;4;4;3;5;2;2;2;2;1;1;0;0;0;1;0;0;2;,7482146538858
3727;1,0;1042;1988;32;4;2;1;2;3;2;3;1;1;4;2; ;2; ;1;2;2;5;1; ;2;3;2;3;3;3;3;4;4;4;3;2; ;2;2;2;1;2;1;1;1;2;5;2;2;2;1;2; ;3;3;2;3;2;3;1;2;1;1;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;2;2;2;0;3;4;4;3;2;2;2;2;2;3;3;3;2;1;0;0;0;0;0;0;0;2;,9596407439150
3727;1,0;1043;1984;36;5;3;1;3;3;1;2;1;1;10;2; ;2; ;1;7;1;5;1; ;2;2;2;1;2;2;1;2;2;1;1;1;1;1;2;1;1;1;1;1;1;4;5;1;1;1;1;1;2;2;1;2;3;1;1;1;2;1;1;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;4;2;1;2;0;2;3;1;3;1;4;4;3;2;2;4;4;1;1;0;0;0;0;0;0;0;2;,7811461834181
3727;1,0;1044;1976;45;7;4;1;2;1;3;3;1;1;1;2; ;2; ;1;9;2;5;1; ;2;1;2;2;2;3;2;3;2;3;2;1;3;1;2;1;2;2;1;1;2;1;3;1;2;2;1;1;1;2;2;3;3;2;3;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;2;2;2;0;3;3;3;3;2;4;4;4;3;1;3;3;2;1;0;0;1;0;0;0;1;2;,7048582537946
3727;1,0;1045;1983;38;5;3;1;2;3;2;3;1;1;7;2; ;2; ;1;10;3;5;2;1;2;2;2;2;2;2;2;2;2;3;3;1;7;1;2;1;1;2;1;1;2;2;4;1;1;1;1;1;3;2;3;3;3;1;3;1;2;1;1;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;4;2;2;2;7;2;2;4;3;1;2;3;3;2;1;3;3;3;1;0;1;0;0;0;0;0;2;1,6329763080611
3727;1,0;1046;1994;27;3;2;1;9;3;2;1;1;2;4;2;2;1;0;2;10;3;6;1; ;2;1;1;1;2;2;1;2;1;2;3;2; ;1;2;1;2;1;1;1;1;1;5;5; ; ; ;1;2;2;2;3;4;4;3;1;2;1;1;2; ;0;0;0;0;0;0;0;0;0;2;1;1;1;1;1;1;4;1;1;0;1;1;1;1;1;4;4;4;5;1;1;2;1;1;1;0;1;1;0;1;0;2;1,1126386464007
3727;1,0;1047;1964;57;9;5;1;2;1;3;3;1;1;25;2; ;2; ;1;11;2;1;1; ;2;2;2;1;1;2;2;2;2;2;2;2; ;1;2;2;2;1;2; ;2;1;2;2;3;2;1;1;2;2;2;3;2;3;3;1;1;1;3;3; ;0;0;0;0;0;0;0;0;0;4;1;2;1;1;1;2;2;3;3;6;3;3;3;3;3;3;2;3;3;2;3;3;3;0;0;0;0;0;1;0;0;1;,7399521133934
3727;1,0;1048;1979;41;6;3;1;4;3;9;2;1;1;0;2; ;2; ;2;9;1;6;2;1;1;1;1;1;1;1;1;1;1;1;2;1;3;1;1;1;2;1;1;1;1;4;5;1;1;2;1;1;1;3;2;2;2;3;3;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;4;4;1;1;2;2;2;2;1;1;4;4;4;4;3;4;4;1;1;1;0;1;1;0;0;0;2;1,1757049359698
3727;1,0;1049;1991;30;4;2;1;8;3;1;1;1;1;10;2; ;2; ;1;5;2;1;1; ;3;3;3;3;3;3;2;2;3;3;4;2; ;2;2;2;1;2;2; ;2;3;5;5; ; ; ;2; ;3;3;3;4;4;4;1;2;2;4;1;1;1;0;0;0;0;0;0;0;0;1;2;1;1;1;1;1;2;2;2;10;3;3;4;4;2;3;2;3;3;2;4;4;1;0;1;1;0;0;0;0;0;2;1,9161396785362
3727;1,0;1050;1971;50;8;4;1;2;3;1;3;1;1;9;2; ;2; ;1;7;1;5;1; ;1;1;2;1;2;1;2;1;1;1;2;1;10;1;2;1;1;1;2; ;2;1;2;1;2;2;1;1;1;2;2;2;2;2;2;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;4;2;2;2;0;3;3;2;2;2;4;4;4;4;1;3;3;2;1;0;1;0;0;0;0;0;1;,6198417751346
3727;1,0;1051;1983;38;5;3;1;3;3;2;2;1;1;3;2; ;2; ;1;7;3;5;2;1;2;2;2;2;2;2;2;3;3;2;2;2; ;2;2;2;2;2;1;1;2;2;3;1;1;1;1;1;2;2;3;3;3;1;3;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;2;2;2;0;4;3;3;3;3;3;3;4;3;1;3;3;2;1;0;0;0;0;0;0;0;2;,8909093391989
3727;1,0;1052;1975;46;7;4;1;1;3;2;3;1;1;22;2; ;2; ;2;10;1;5;2;1;2;2;1;2;2;3;1;1;1;2;2;2; ;1;1;1;2;2;2; ;1;1;2;2;1;1;1;1;2;2;3;3;2;1;3;1;2;1;3;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;4;2;1;1;0;3;1;1;1;1;4;4;4;3;1;4;4;2;1;0;1;0;0;0;0;0;1;,6198417751346
3727;1,0;1053;1985;35;5;3;1;8;3;1;1;1;1;12;2; ;2; ;1;10;3;1;1; ;3;3;1;1;2;2;1;2;1;2;1;1;8;2;1;1;1;2;1;1;2;1;5;4;2;1;2;1;2;2;2;3;3;4;2;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;2;1;1;2;2;2;2;2;1;4;4;4;4;1;4;4;1;0;0;1;0;0;0;0;0;1;1,0380051340654
3727;1,0;1054;1972;49;7;4;1;8;3;1;1;1;1;26;2; ;2; ;1;7;2;1;1; ;2;1;1;2;2;3;2;2;2;3;2;1;1;1;2;1;2;2;2; ;2;2;5;5; ; ; ;1;2;4;4;3;3;4;3;2; ; ; ;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;2;3;3;8;3;2;3;2;1;2;2;1;3;3;3;3;2;0;0;0;0;0;0;0;1;2;,9556103353972
3727;1,0;1055;1972;48;7;4;1;2;3;2;3;1;1;2;2; ;2; ;1;8;1;5;2;1;2;2;1;1;1;3;2;3;2;2;2;2; ;2;2;1;1;1;1;1;1;3;4;1;1;1;2;1;2;4;2;3;3;1;2;1;2;1;1;1;2;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;4;2;3;4;0;4;4;4;4;2;2;3;3;2;4;3;3;4;0;0;0;0;0;1;0;0;2;,9560443497877
3727;1,0;1056;1979;42;6;3;1;2;2;4;3;1;1;1;2; ;2; ;1;5;2;1;2;1;2;2;2;2;2;2;2;3;2;2;3;1;3;2;2;2;2;2;1;1;1;2;2;3;3;3;2;1;2;3;3;3;3;3;3;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;2;1;2;1;1;1;4;2;1;2;0;3;3;3;3;2;4;3;4;2;2;3;3;2;1;1;0;1;1;0;0;0;2;,8306094525540
3727;1,0;1057;1972;49;7;4;1;7;9;9;1;2;1;0;2; ;2; ;2;6;1;4;1; ;3;3;1;3;3;4;2;3;3;3;3;2; ;1;2;2;2;2;2; ;3;1;5;5; ; ; ;2; ;4;4;3;3;4;4;2; ; ; ;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;2;3;2;0;1;3;4;3;1;2;3;4;3;2;2;2;2;0;0;0;0;0;1;0;0;2;1,0325762362662
3727;1,0;1058;1967;54;8;4;1;1;3;1;3;1;1;3;2; ;2; ;2;7;1;1;1; ;2;2;2;3;1;3;2;3;2;3;2;1;3;1;2;1;1;2;1;1;2;1;3;2;2;1;1;1;1;2;2;2;2;3;2;1;2;1;3;2; ;0;0;0;0;0;0;0;0;0;1;2;4;1;1;1;4;2;3;3;10;4;3;3;3;2;2;3;3;3;2;2;2;3;1;1;0;1;0;0;0;0;1;,6198417751346
3727;1,0;1059;1971;50;8;4;1;3;3;2;2;1;1;7;2; ;2; ;1;10;2;5;2;1;1;2;2;1;1;2;1;2;1;1;1;2; ;1;2;1;1;1;1;1;1;4;5;1;1;2;1;1;1;2;1;2;2;1;2;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;4;1;1;1;4;3;1;1;2;2;2;2;2;1;4;4;4;3;1;4;4;1;1;0;1;1;0;0;1;0;2;,5703785059987
3727;1,0;1060;1981;40;6;3;1;2;3;1;3;1;1;17;2; ;2; ;1;6;2;5;1; ;2;1;1;2;2;2;1;2;2;2;1;2; ;1;2;2;2;2;1;2;1;2;2;1;2;1;1;1;2;2;2;3;2;1;2;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;1;2;3;0;4;4;3;3;3;3;4;4;4;1;4;4;2;1;1;0;0;0;0;0;0;2;,8119997295835
3727;1,0;1061;1993;28;3;2;1;4;3;2;1;1;2;0;1; ;2; ;1;9;2;1;2;1;2;2;2;3;3;4;3;3;4;3;3;2; ;2;2;2;2;2;2; ;1;4;5;5; ; ; ;2; ;3;4;4;4;4;4;1;2;2;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;2;2;3;0;1;2;4;2;2;2;1;1;2;3;3;3;3;0;0;0;0;0;1;0;0;2;1,7411691018997
3727;1,0;1062;1982;39;5;3;1;3;3;2;2;1;1;3;2; ;1;10;1;4;1;1;1; ;2;2;2;3;3;3;2;3;2;3;3;2; ;2;2;1;1;1;1;1;1;2;5;5; ; ; ;1;2;2;2;1;3;1;3;1;2;1;2;1;1;1;0;0;0;0;0;0;0;0;3;1;1;1;1;1;2;2;1;2;0;3;3;3;2;1;4;3;4;3;1;3;4;1;1;1;0;0;0;0;0;0;1;1,1085263737655
3727;1,0;1063;1967;54;8;4;1;1;3;1;3;1;1;2;2; ;2; ;2;11;3;5;1; ;1;1;2;2;2;2;1;2;1;1;2;2; ;2;2;1;2;2;1;1;1;1;5;1;1;2;1;1;3;2;2;3;1;1;1;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;4;1;1;0;2;1;2;2;1;4;4;4;3;3;4;4;2;1;1;0;0;0;0;1;0;1;,6198417751346
3727;1,0;1064;1964;57;9;5;1;5;3;2;1;1;1;4;2; ;2; ;2;1;2;2;1; ;1;1;1;1;1;1;1;2;1;1;1;1;3;1;1;1;1;1;1;1;1;3;5;5; ; ; ;1;1;2;1;2;1;1;2;1;1;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;4;4;1;1;0;1;1;1;1;1;5;4;5;5;1;4;4;2;1;1;0;1;1;0;0;0;2;,8801692327006
3727;1,0;1065;1966;55;9;5;1;3;3;2;2;1;1;21;2; ;2; ;2;3;2;1;1; ;1;1;1;2;2;2;1;2;1;2;2;2; ;1;2;1;1;1;1;1;2;1;5;5; ; ; ;2; ;2;2;2;1;2;2;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;4;2;1;2;0;1;2;2;2;2;4;5;3;5;1;4;4;1;1;1;0;1;0;0;0;0;1;,5063636027479
3727;1,0;1066;1978;43;6;3;1;2;3;1;3;1;1;5;2; ;2; ;1;4;1;1;1; ;1;1;1;1;1;2;1;1;1;1;2;1;2;1;2;1;1;1;1;1;1;2;2;2;2;1;2;1;2;2;1;1;1;2;1;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;2;1;1;0;3;2;2;2;1;4;4;4;4;1;4;4;1;1;1;0;0;0;0;0;0;1;,8765696677854
3727;1,0;1067;2000;21;2;1;1;3;3;2;2;1;9;0;2; ;2; ;1;3;2;1;1; ;1;1;1;1;1;1;1;1;1;1;1;2; ;2;2;2;1;1;1;2;1;3;5;5; ; ; ;1;2;2;3;1;3;3;2;1;2;1;3;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;2;2;3;0;3;4;2;3;2;3;4;4;4;2;3;3;2;1;0;0;0;0;0;0;0;2;1,9497048075533
3727;1,0;1068;1997;24;2;1;1;3;1;3;2;2;2;0;2; ;2; ;2;1;2;5;2;2;2;1;1;2;2;3;2;2;2;2;2;1;20;1;1;1;1;1;1;1;1;4;5;1;2;2;2;1;1;2;3;3;4;1;3;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;4;4;1;1;0;1;3;1;1;1;5;5;4;4;3;4;4;2;1;1;0;1;0;1;0;0;2;1,9497048075533
3727;1,0;1069;1970;51;8;4;1;8;3;1;1;1;1;4;1; ;2; ;2;9;1;1;1; ;2;4;2;2;1;2;1;1;2;2;2;2; ;1;2;2;2;1;2; ;1;3;5;5; ; ; ;1;2;2;2;3;2;3;3;1;2;2;4;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;4;2;2;5;3;2;3;3;1;3;5;4;4;2;3;3;2;0;1;0;0;0;0;0;0;2;1,3951911216428
3727;1,0;1070;1970;51;8;4;1;4;3;2;1;1;1;15;2; ;2; ;1;3;2;3;1; ;2;3;3;2;3;3;2;2;2;3;3;2; ;1;2;1;2;2;1;1;1;1;5;5; ; ; ;1;3;4;4;2;4;4;3;1;2;2;3;2; ;0;0;0;0;0;0;0;0;0;2;1;2;1;1;1;1;2;2;2;0;3;3;4;3;2;3;2;1;2;2;4;4;1;0;1;1;0;0;1;0;0;2;1,1175949409158
3727;1,0;1071;1980;41;6;3;1;8;3;2;1;1;1;5;2; ;2; ;2;4;1;3;2;1;1;1;1;1;1;1;1;1;1;1;2;2; ;2;1;1;1;1;1;1;1;1;5;4;1;1;1;1;1;2;2;2;2;1;2;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;1;1;1;6;2;2;2;2;2;5;4;4;4;2;4;4;1;1;0;0;0;0;0;0;0;2;1,1101585640501
3727;1,0;1072;1992;29;3;2;1;7;3;1;1;1;1;10;2; ;2; ;2;6;1;1;2;1;1;2;2;2;1;2;1;2;2;1;1;2; ;2;2;1;2;1;1;1;1;2;5;4;2;1;1;1;2;3;1;1;1;3;3;1;2;1;2;1;2;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;4;2;3;3;5;2;2;2;2;2;3;3;3;3;2;3;3;2;1;0;1;1;0;0;0;0;2;1,8851958572522
3727;1,0;1073;1991;29;3;2;1;7;3;1;1;1;1;7;2; ;2; ;1;7;2;1;2;1;2;2;2;2;2;2;1;3;2;3;3;2; ;2;1;2;2;1;1;1;1;2;5;5; ; ; ;2; ;2;3;2;3;4;3;1;2;2;2;3; ;0;0;0;0;0;0;0;0;0;2;2;4;1;1;1;3;2;1;1;0;2;3;4;2;2;2;2;3;3;3;4;4;2;1;1;0;0;1;0;0;0;2;1,7377415834997
3727;1,0;1074;1961;60;10;5;1;2;3;1;3;1;1;4;2; ;2; ;1;5;2;1;1; ;1;1;1;2;2;2;2;3;2;3;3;2; ;2;2;2;2;1;1;1;1;3;5;2;1;2;1;1;2;3;3;2;3;3;2;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;4;2;3;3;2;3;3;4;3;2;3;3;4;4;2;2;3;3;1;0;0;0;0;0;0;0;2;,8168003065417
3727;1,0;1075;1961;60;10;5;1;2;2;4;3;1;1;14;2; ;2; ;1;5;2;5;1; ;3;2;2;2;3;3;2;3;3;3;2;2; ;2;2;1;1;2;2; ;1;4;4;1;2;2;3;2; ;3;3;2;3;2;4;1;2;1;2;3; ;0;0;0;0;0;0;0;0;0;2;2;2;1;1;1;4;3;1;2;0;2;2;4;4;2;3;2;2;2;3;4;4;3;0;1;1;0;0;1;0;0;2;,4708103932237
3727;1,0;1076;1977;44;6;3;1;3;2;4;2;1;1;2;2;2;1;10;2;2;3;1;1; ;2;2;1;4;1;2;2;2;1;2;3;1;5;1;1;1;1;1;2; ;1;2;5;5; ; ; ;2; ;2;3;2;2;2;3;1;2;1;1;2; ;0;0;0;0;0;0;0;0;0;2;2;2;1;3;3;2;1;1;2;1;2;3;2;3;1;4;4;3;4;1;4;4;1;0;0;1;1;0;1;1;0;2;,7837499985583
3727;1,0;1077;1994;27;3;2;1;7;3;1;1;1;1;0;2; ;2; ;1;3;1;4;1; ;2;1;1;2;1;3;2;2;1;2;2;2; ;2;2;2;1;1;1;1;1;2;4;5; ; ; ;1;2;1;3;1;3;4;2;2; ; ; ;2; ;0;0;0;0;0;0;0;0;0;2;1;4;1;1;1;1;3;1;2;0;3;2;1;2;1;4;4;4;4;2;4;4;1;1;0;1;0;0;0;0;0;2;1,2391898554111
3727;1,0;1078;1979;42;6;3;1;2;1;3;3;1;1;16;2; ;2; ;2;11;1;5;1; ;2;2;2;1;1;2;2;1;1;1;1;1;5;1;2;1;1;2;1;1;2;1;4;1;2;2;3;1;2;1;1;3;1;2;1;1;2;1;1;2; ;0;0;0;0;0;0;0;0;0;2;2;2;1;3;1;4;2;1;1;0;3;3;1;3;1;4;4;3;4;1;3;3;2;1;1;1;1;0;0;0;0;1;,8332132676941
3727;1,0;1079;1959;62;10;5;1;7;3;1;1;1;1;27;2; ;2; ;2;11;2;1;1; ;3;1;2;3;2;2;1;3;3;2;2;1;2;1;2;2;2;1;2; ;1;4;5;5; ; ; ;1;3;2;2;2;4;2;4;2; ; ; ;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;4;4;1;1;0;1;1;2;1;1;4;4;4;2;2;4;4;4;1;0;0;0;0;1;0;1;2;,6968157977056
3727;1,0;1080;1987;34;4;2;1;3;2;4;2;1;1;5;2; ;2; ;1;4;1;1;1; ;2;2;2;2;2;3;2;2;2;2;2;1;2;2;2;2;1;1;2; ;1;1;5;3;1;1;2;1;1;3;2;2;2;3;1;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;4;1;2;1;1;1;3;2;1;1;4;1;2;2;2;1;4;4;2;4;2;4;4;1;1;1;0;0;1;0;0;1;2;,9823309047638
3727;1,0;1081;1974;47;7;4;1;2;2;4;3;1;1;12;2; ;2; ;1;6;2;1;1; ;2;1;2;2;2;3;3;2;2;3;2;2; ;1;2;1;2;2;2; ;3;1;5;4;3;3;4;2; ;4;3;3;3;3;3;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;2;1;3;1;3;2;2;2;5;4;4;3;4;2;3;4;3;4;1;4;4;1;1;0;0;0;0;0;0;0;2;,5746485575557
3727;1,0;1082;1971;49;7;4;1;3;3;2;2;1;1;7;2; ;2; ;2;2;2;5;1; ;2;1;1;3;2;2;3;3;2;3;3;2; ;1;2;2;2;1;2; ;1;4;4;1;1;1;1;1;2;3;1;1;1;1;3;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;3;3;2;0;2;2;3;3;2;4;3;3;3;2;3;4;3;1;0;0;1;0;0;0;0;2;,5251852884198
3727;1,0;1083;1969;52;8;4;1;2;3;2;3;1;1;10;2; ;2; ;1;8;2;5;1; ;1;1;2;2;2;2;1;2;2;2;2;2; ;2;2;2;2;1;1;1;1;4;5;1;2;2;1;1;2;2;2;2;2;2;3;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;4;3;2;2;0;2;2;2;2;2;4;3;3;3;2;3;3;2;1;0;1;1;0;0;0;0;2;,6410553132452
3727;1,0;1084;1982;39;5;3;1;1;3;1;3;1;1;0;2; ;2; ;2;8;1;1;2;2;1;1;1;2;2;1;2;2;1;2;2;1;2;1;2;1;2;1;1;1;2;1;2;4;2;2;1;1;1;2;2;3;2;3;1;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;2;3;3;2;2;2;1;3;1;4;4;4;4;1;4;4;1;1;1;1;0;0;0;1;0;1;,9560264849360
3727;1,0;1085;1968;53;8;4;1;6;2;4;1;2;1;0;2; ;2; ;2;3;9;4;1; ;9;2;9;9;3;2;2;4;3;9;3;2; ;2;2;2;2;9;2; ;1;4;5;5; ; ; ;2; ;4;4;2;9;4;4;2; ; ; ;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;4;2;1;5;2;1;3;3;1;3;3;3;9;1;3;1;2;1;1;0;0;0;0;0;0;2;1,0074496079940
3727;1,0;1086;1966;55;9;5;1;3;2;4;2;1;1;12;2; ;2; ;1;2;1;1;1; ;2;2;3;2;3;2;2;1;1;1;2;2; ;1;1;1;1;1;1;1;1;1;2;3;2;3;1;1;1;2;1;2;3;2;2;1;1;1;2;2; ;0;0;0;0;0;0;0;0;0;2;1;1;1;2;1;3;2;1;2;3;2;3;3;3;2;3;4;2;4;1;3;4;1;0;0;0;0;0;1;0;0;2;,6571917044840
